Id,FullName,TypeDesc,CurrentValueAsReal,CurrentTime,AlarmSource,CurrentState
430471,Central.Wilson Creek.03-34-042-04 W5M_A.04-27-042-04 W5M.IO.Tubing Pressure.HIAnn,Abstract Simple Digital Point,0,-,04-27-042-04 W5M Tubing Pressure High Alarm,0
430472,Central.Wilson Creek.03-34-042-04 W5M_A.04-27-042-04 W5M.IO.Tubing Pressure.LLAnn,Abstract Simple Digital Point,0,-,04-27-042-04 W5M Tubing Pressure Low Low Alarm,0
430473,Central.Wilson Creek.03-34-042-04 W5M_A.04-27-042-04 W5M.IO.Tubing Pressure.LOAnn,Abstract Simple Digital Point,0,-,04-27-042-04 W5M Tubing Pressure Low Alarm,0
430474,Central.Wilson Creek.03-34-042-04 W5M_A.04-27-042-04 W5M.IO.Tubing Pressure.PV,FloBoss Numeric Point,1206.248046875,10/4/2018 9:45:29.004 PM,04-27-042-04 W5M Tubing Pressure PV,0
430477,Central.Wilson Creek.03-34-042-04 W5M_A.04-27-042-04 W5M.IO.Casing Pressure.HHAnn,Abstract Simple Digital Point,0,-,04-27-042-04 W5M Casing Pressure High High Alarm,0
430478,Central.Wilson Creek.03-34-042-04 W5M_A.04-27-042-04 W5M.IO.Casing Pressure.HIAnn,Abstract Simple Digital Point,0,-,04-27-042-04 W5M Casing Pressure High Alarm,0
430479,Central.Wilson Creek.03-34-042-04 W5M_A.04-27-042-04 W5M.IO.Casing Pressure.LLAnn,Abstract Simple Digital Point,0,-,04-27-042-04 W5M Casing Pressure Low Low Alarm,0
430480,Central.Wilson Creek.03-34-042-04 W5M_A.04-27-042-04 W5M.IO.Casing Pressure.LOAnn,Abstract Simple Digital Point,0,-,04-27-042-04 W5M Casing Pressure Low Alarm,0
430481,Central.Wilson Creek.03-34-042-04 W5M_A.04-27-042-04 W5M.IO.Casing Pressure.PV,FloBoss Numeric Point,1783.52392578125,10/4/2018 10:05:29.095 PM,04-27-042-04 W5M Casing Pressure PV,0
430484,Central.Wilson Creek.03-34-042-04 W5M_A.04-27-042-04 W5M.IO.ESDV.Output,FloBoss Digital Point,1,9/26/2018 4:08:44.019 PM,04-27-042-04 W5M ESDV Output,1
430485,Central.Wilson Creek.03-34-042-04 W5M_A.04-27-042-04 W5M.IO.ESDV.ZSC,Abstract Simple Digital Point,0,-,04-27-042-04 W5M ESDV Close Status,0
430486,Central.Wilson Creek.03-34-042-04 W5M_A.04-27-042-04 W5M.IO.ESDV.ZSO,Abstract Simple Digital Point,0,-,04-27-042-04 W5M ESDV Open Status,0
430581,Central.Wilson Creek.01-08-043-04 W5M.~Callouts.Callout Test Point,Internal Digital Point,0,-,01-08-043-04 W5M Callout Test Point,0
430591,Central.Wilson Creek.01-08-043-04 W5M.Communications.Barometer.Barometer,Internal Analog Point,0,9/21/2018 4:06:18.977 PM,01-08-043-04 W5M Barometer,1
430600,Central.Wilson Creek.01-08-043-04 W5M.Communications.RTU Temp,FloBoss Numeric Point,16.522663116455078,10/4/2018 10:05:23.821 PM,01-08-043-04 W5M RTU Temp,0
430603,Central.Wilson Creek.01-08-043-04 W5M.Communications.RTUVolts,FloBoss Numeric Point,25.506681442260742,10/4/2018 10:05:23.820 PM,01-08-043-04 W5M RTUVolts,0
431120,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Fuel Gas.IO.AverageGasVol,Abstract Simple Analog Point,0,-,01-09-043-04 W5M AverageGasVol,0
431121,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Fuel Gas.IO.DiffPress,Abstract Simple Analog Point,0,-,01-09-043-04 W5M DiffPress,0
431122,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Fuel Gas.IO.FlowRate,Abstract Simple Analog Point,0,-,01-09-043-04 W5M FlowRate,0
431123,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Fuel Gas.IO.FlowTemp,Abstract Simple Analog Point,0,-,01-09-043-04 W5M FlowTemp,0
431124,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Fuel Gas.IO.PdayTOP,Abstract Simple Analog Point,0,-,01-09-043-04 W5M PdayTOP,0
431125,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Fuel Gas.IO.PdayVolume,Abstract Simple Analog Point,0,-,01-09-043-04 W5M PdayVolume,0
431126,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Fuel Gas.IO.StaticPress,Abstract Simple Analog Point,0,-,01-09-043-04 W5M StaticPress,0
431156,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.IO.Pipeline Pressure.PV,Abstract Simple Analog Point,0,-,01-09-043-04 W5M PV,0
431158,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.IO.Remote ESD Command,Abstract Simple Point,0,-,01-09-043-04 W5M Remote ESD Command,0
431163,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.IO.Tubing Temperature.PV,Abstract Simple Analog Point,0,-,01-09-043-04 W5M PV,0
431168,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.IO.~Shutdowns.Flowline PSHH,Abstract Simple Digital Point,0,-,01-09-043-04 W5M Flow Line Pressure High High Shutdown,0
431169,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.IO.~Shutdowns.Flowline PSLL,Abstract Simple Digital Point,0,-,01-09-043-04 W5M Flow Line Pressure Low Low Shutdown,0
431170,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.IO.~Shutdowns.Separator LSHH,Abstract Simple Digital Point,0,-,01-09-043-04 W5M Separator Level High High Shutdown,0
431171,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.IO.~Shutdowns.Separator PSHH,Abstract Simple Digital Point,0,-,01-09-043-04 W5M Separator Pressure High High Shutdown,0
431172,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.IO.~Shutdowns.Water Tank LSHH,Abstract Simple Digital Point,0,-,01-09-043-04 W5M Water Tank Level High High Shutdown,0
431210,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Water Meter.IO.Pday_Vol,Abstract Simple Analog Point,0,-,01-09-043-04 W5M Pday_Vol,0
431225,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.AGAOptions,FloBoss Numeric Point,4,9/26/2018 4:07:30.319 PM,01-09-043-04 W5M Gas Meter Run 1 AGA Options,0
431227,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.CarbonDioxide,FloBoss Numeric Point,0.699999988079071,9/26/2018 4:07:30.800 PM,01-09-043-04 W5M Gas Meter Run 1 Carbon Dioxide,0
431228,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.CarbonMonoxide,FloBoss Numeric Point,0,9/26/2018 4:07:30.029 PM,01-09-043-04 W5M Gas Meter Run 1 Carbon Monoxide,0
431229,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.Compressibility Calc,FloBoss Numeric Point,68,9/26/2018 4:07:31.789 PM,01-09-043-04 W5M Gas Meter Run 1 Compressibility Calculation,0
431230,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.EthaneC2H6,FloBoss Numeric Point,7.5500001907348633,9/26/2018 4:07:32.089 PM,01-09-043-04 W5M Gas Meter Run 1 Ethane,0
431231,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.Helium,FloBoss Numeric Point,0.0099999997764825821,9/26/2018 4:07:31.448 PM,01-09-043-04 W5M Gas Meter Run 1 Helium,4
431232,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.Hydrogen,FloBoss Numeric Point,0,9/26/2018 4:07:32.389 PM,01-09-043-04 W5M Gas Meter Run 1 Hydrogen,1
431233,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.HydrogenSulfide,FloBoss Numeric Point,0,9/26/2018 4:07:33.890 PM,01-09-043-04 W5M Gas Meter Run 1 Hydrogen Sulfide,1
431234,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.MethaneCH4,FloBoss Numeric Point,78.649993896484375,9/26/2018 4:07:32.689 PM,01-09-043-04 W5M Gas Meter Run 1 Methane,4
431235,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.Nitrogen,FloBoss Numeric Point,1.4299999475479126,9/26/2018 4:07:33.289 PM,01-09-043-04 W5M Gas Meter Run 1 Nitrogen,4
431236,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.Oxygen,FloBoss Numeric Point,0,9/26/2018 4:07:33.589 PM,01-09-043-04 W5M Gas Meter Run 1 Oxygen,1
431237,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.PropaneC3H8,FloBoss Numeric Point,6.570000171661377,9/26/2018 4:07:34.179 PM,01-09-043-04 W5M Gas Meter Run 1 Propane,4
431238,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.RelativeDensity,FloBoss Numeric Point,0.761639416217804,9/26/2018 4:07:32.980 PM,01-09-043-04 W5M Gas Meter Run 1 Relative Density,0
431239,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.Water,FloBoss Numeric Point,0,9/26/2018 4:07:34.782 PM,01-09-043-04 W5M Gas Meter Run 1 Water,1
431240,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.iButane,FloBoss Numeric Point,0.67000001668930054,9/26/2018 4:07:34.490 PM,01-09-043-04 W5M Gas Meter Run 1 Iso Butane,4
431241,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.iPentane,FloBoss Numeric Point,0.550000011920929,9/26/2018 4:07:35.069 PM,01-09-043-04 W5M Gas Meter Run 1 Iso Pentate,4
431242,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.nButane,FloBoss Numeric Point,2.2699999809265137,9/26/2018 4:07:36.269 PM,01-09-043-04 W5M Gas Meter Run 1 Normal Butane,4
431243,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.nDecane,FloBoss Numeric Point,0,9/26/2018 4:07:35.650 PM,01-09-043-04 W5M Gas Meter Run 1 Normal Decane,1
431244,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.nHeptane,FloBoss Numeric Point,0.699999988079071,9/26/2018 4:07:36.582 PM,01-09-043-04 W5M Gas Meter Run 1 Normal Heptane,4
431245,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.nHexane,FloBoss Numeric Point,0.23999999463558197,9/26/2018 4:07:35.969 PM,01-09-043-04 W5M Gas Meter Run 1 Normal Hexane,4
431246,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.nNonane,FloBoss Numeric Point,0,9/26/2018 4:07:35.359 PM,01-09-043-04 W5M Gas Meter Run 1 Normal Nonane,1
431247,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.nOctane,FloBoss Numeric Point,0,9/26/2018 4:07:37.946 PM,01-09-043-04 W5M Gas Meter Run 1 Normal Octane,1
431248,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.nPentane,FloBoss Numeric Point,0.6600000262260437,9/26/2018 4:07:38.725 PM,01-09-043-04 W5M Gas Meter Run 1 Normal Pentate,4
431249,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.ContractBasePressure,FloBoss Numeric Point,101.32499694824219,9/26/2018 4:07:37.179 PM,01-09-043-04 W5M Gas Meter Run 1 Contract Base Pressure,0
431250,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.ContractBaseTemp,FloBoss Numeric Point,15,9/26/2018 4:07:38.269 PM,01-09-043-04 W5M Gas Meter Run 1 Contract Base Temperature,0
431251,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.ContractHour,FloBoss Numeric Point,0,9/26/2018 4:07:36.890 PM,01-09-043-04 W5M Gas Meter Run 1 Contract Hour,0
431252,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.ContractUnits,FloBoss Numeric Point,0,9/26/2018 4:07:39.080 PM,01-09-043-04 W5M Gas Meter Run 1 Contract Units,0
431253,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.ContractWetGasMeterFact,FloBoss Numeric Point,1,9/26/2018 4:07:40.583 PM,01-09-043-04 W5M Gas Meter Run 1 Contract Wet Gas Meter Factor,0
431255,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.FlowCalculation.Compressibility,FloBoss Numeric Point,1.0014201402664185,10/4/2018 4:05:07.727 PM,01-09-043-04 W5M Gas Meter Run 1 Compressibility,0
431256,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.FlowCalculation.EngAtFullScale,FloBoss Numeric Point,0,9/26/2018 4:07:39.369 PM,01-09-043-04 W5M Gas Meter Run 1 At FullScale,0
431257,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.FlowCalculation.EngAtZeroScale,FloBoss Numeric Point,0,9/26/2018 4:07:41.507 PM,01-09-043-04 W5M Gas Meter Run 1 At ZeroScale,0
431258,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.FlowCalculation.FlowExtCalcMethod,FloBoss Numeric Point,13,9/26/2018 4:07:41.829 PM,01-09-043-04 W5M Gas Meter Run 1 Flow Calculation Method,0
431259,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.FlowCalculation.IsentropicExponent,FloBoss Numeric Point,1.2999999523162842,9/26/2018 4:07:39.679 PM,01-09-043-04 W5M Gas Meter Run 1 Isentropic Expotent,0
431260,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.FlowCalculation.LowDPCutOff,FloBoss Numeric Point,0.25,9/26/2018 4:07:43.300 PM,01-09-043-04 W5M Gas Meter Run 1 Low Differential Pressure Cut Off,0
431261,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.FlowCalculation.OrificeDiameter,FloBoss Numeric Point,15.875,9/26/2018 4:07:43.366 PM,01-09-043-04 W5M Gas Meter Run 1 Orifice Diameter,0
431262,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.FlowCalculation.OrificeMaterial,FloBoss Numeric Point,0,9/26/2018 4:07:43.382 PM,01-09-043-04 W5M Gas Meter Run 1 Orrifice Material,0
431263,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.FlowCalculation.OrificeMeasurementTemp,FloBoss Numeric Point,20,9/26/2018 4:07:43.383 PM,01-09-043-04 W5M Gas Meter Run 1 Orifice Measurment Temperature,0
431264,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.FlowCalculation.PipeDiameter,FloBoss Numeric Point,73.6854019165039,9/26/2018 4:07:43.261 PM,01-09-043-04 W5M Gas Meter Run 1 Pipe Diameter,0
431265,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.FlowCalculation.PipeMaterial,FloBoss Numeric Point,2,9/26/2018 4:07:43.407 PM,01-09-043-04 W5M Gas Meter Run 1 Pipe Material,0
431266,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.FlowCalculation.PipeMeasurementTemp,FloBoss Numeric Point,20,9/26/2018 4:07:43.394 PM,01-09-043-04 W5M Gas Meter Run 1 Pipe Measurement Temperature,0
431267,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.FlowCalculation.Viscosity,FloBoss Numeric Point,0.010267999954521656,9/26/2018 4:07:43.412 PM,01-09-043-04 W5M Gas Meter Run 1 Viscosity,0
431268,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.StatPresEngAtFullScale,FloBoss Numeric Point,5520.2958984375,9/26/2018 4:07:43.410 PM,01-09-043-04 W5M Gas Meter Run 1 Static Pressure At FullScale,0
431269,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.StatPresEngAtZeroScale,FloBoss Numeric Point,0,9/26/2018 4:07:43.414 PM,01-09-043-04 W5M Gas Meter Run 1 Static Pressure At ZeroScale,0
431270,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.StaticPresAtmospheric,FloBoss Numeric Point,89.782997131347656,9/26/2018 4:07:43.403 PM,01-09-043-04 W5M Gas Meter Run 1 Static Atmospheric Pressure,0
431271,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.StaticPresTapLocation,FloBoss Digital Point,1,9/26/2018 4:07:29.385 PM,01-09-043-04 W5M Gas Meter Run 1 Static Pressure Tap Location,1
431272,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.TempEngAtFullScale,FloBoss Numeric Point,240,9/26/2018 4:07:43.420 PM,01-09-043-04 W5M Gas Meter Run 1 Temperature At FullScale,0
431273,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.Configuration.TempEngAtZeroScale,FloBoss Numeric Point,-40,9/26/2018 4:07:43.416 PM,01-09-043-04 W5M Gas Meter Run 1 Temperature At ZeroScale,0
431276,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.IO.AverageGasVol,Calculation Analog Point,0.41262984701565336,9/25/2018 6:00:00.000 AM,01-09-043-04 W5M Gas Meter Run 1 Average Gas Volume,4
431277,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.IO.CdayTOP,Calculation Analog Point,5.2505554199218754,10/4/2018 10:05:23.808 PM,01-09-043-04 W5M Gas Meter Run 1 Current Day Time of Production,0
431278,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.IO.CdayTOPRaw,FloBoss Numeric Point,315.0333251953125,10/4/2018 10:05:23.808 PM,01-09-043-04 W5M Gas Meter Run 1 Current Day Time of Production (Raw),0
431279,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.IO.CdayVolume,FloBoss Numeric Point,0.14399448037147522,10/4/2018 10:05:23.808 PM,01-09-043-04 W5M Gas Meter Run 1 Current Day Volume,0
431280,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.IO.DiffPress,FloBoss Numeric Point,0.259978324174881,10/4/2018 10:05:23.807 PM,01-09-043-04 W5M Gas Meter Run 1 Differential Pressure,0
431281,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.IO.FlowRate,FloBoss Numeric Point,0.3911023736000061,10/4/2018 10:05:23.809 PM,01-09-043-04 W5M Gas Meter Run 1 Flow Rate,0
431282,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.IO.FlowTemp,FloBoss Numeric Point,65.003608703613281,10/4/2018 10:05:23.810 PM,01-09-043-04 W5M Gas Meter Run 1 Temperature,0
431283,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.IO.PdayDPAvg,FloBoss History Point,1.1149429082870483,10/4/2018 2:00:00.000 PM,01-09-043-04 W5M Gas Meter Run 1 Previous Day Average Differential Pressure,0
431284,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.IO.PdayFlowTempAvg,FloBoss History Point,58.889236450195313,10/4/2018 2:00:00.000 PM,01-09-043-04 W5M Gas Meter Run 1 Previous Day Average Temperature,0
431285,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.IO.PdayStaticPressAvg,FloBoss History Point,161.62776184082031,10/4/2018 2:00:00.000 PM,01-09-043-04 W5M Gas Meter Run 1 Previous Day Average Static Pressure,0
431286,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.IO.PdayTOP,Calculation Analog Point,24,8/4/2018 2:00:00.000 PM,01-09-043-04 W5M Gas Meter Run 1 Previous Day Time of Production,0
431287,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.IO.PdayTOPRaw,FloBoss History Point,855.5333251953125,10/4/2018 2:00:00.000 PM,01-09-043-04 W5M Gas Meter Run 1 Previous Day Time of Production (Raw),0
431288,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.IO.PdayVolume,FloBoss History Point,0.40660995244979858,10/4/2018 2:00:00.000 PM,01-09-043-04 W5M Gas Meter Run 1 Previous Day Volume,0
431289,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.IO.StaticPress,FloBoss Numeric Point,217.8731689453125,10/4/2018 10:05:23.811 PM,01-09-043-04 W5M Gas Meter Run 1 Static Pressure,0
431290,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.IO.Supercompressibility,FloBoss Numeric Point,1.0014333724975586,10/4/2018 10:05:23.812 PM,01-09-043-04 W5M Gas Meter Run 1 Super compressibility,4
431291,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Gas Meter.IO.TOPThreshold,Internal Analog Point,6,1/9/2017 3:34:12.630 PM,01-09-043-04 W5M Gas Meter Run 1 Threshold,0
431352,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Condy Meter.Configuration.KFactor,Abstract Simple Analog Point,0,-,01-09-043-04 W5M Condy Meter K-Factor,0
431355,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Condy Meter.IO.Cday_Vol,FloBoss Numeric Point,0,9/26/2018 4:08:26.920 PM,01-09-043-04 W5M Condy Meter Current Day Volume,1
431356,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.Condy Meter.IO.Pday_Vol,FloBoss Numeric Point,0,9/26/2018 4:08:27.463 PM,01-09-043-04 W5M Condy Meter Previous Day Volume,1
431399,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.IO.Casing Pressure.HHAnn,Abstract Simple Digital Point,0,-,01-09-043-04 W5M Casing Pressure High High Alarm,0
431400,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.IO.Casing Pressure.HIAnn,Abstract Simple Digital Point,0,-,01-09-043-04 W5M Casing Pressure High Alarm,0
431401,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.IO.Casing Pressure.LLAnn,Abstract Simple Digital Point,0,-,01-09-043-04 W5M Casing Pressure Low Low Alarm,0
431402,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.IO.Casing Pressure.LOAnn,Abstract Simple Digital Point,0,-,01-09-043-04 W5M Casing Pressure Low Alarm,0
431403,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.IO.Casing Pressure.PV,FloBoss Numeric Point,271.51803588867188,10/4/2018 10:05:23.812 PM,01-09-043-04 W5M Casing Pressure PV,0
431406,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.IO.Tubing Pressure.HHAnn,Abstract Simple Digital Point,0,-,01-09-043-04 W5M Tubing Pressure High High Alarm,0
431407,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.IO.Tubing Pressure.HIAnn,Abstract Simple Digital Point,0,-,01-09-043-04 W5M Tubing Pressure High Alarm,0
431408,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.IO.Tubing Pressure.LLAnn,Abstract Simple Digital Point,0,-,01-09-043-04 W5M Tubing Pressure Low Low Alarm,0
431409,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.IO.Tubing Pressure.LOAnn,Abstract Simple Digital Point,0,-,01-09-043-04 W5M Tubing Pressure Low Alarm,0
431410,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.IO.Tubing Pressure.PV,FloBoss Numeric Point,190.76687622070313,10/4/2018 10:05:23.811 PM,01-09-043-04 W5M Tubing Pressure PV,0
431412,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.IO.~Alarms.Tank 1,FloBoss Numeric Point,0,9/26/2018 4:08:32.952 PM,,1
431413,Central.Wilson Creek.01-08-043-04 W5M.01-09-043-04 W5M.IO.~Alarms.Tank 2,FloBoss Numeric Point,0,9/26/2018 4:08:34.592 PM,,1
431418,Central.Wilson Creek.13-30-042-04 W5M.~Callouts.Callout Test Point,Internal Digital Point,0,-,13-30-042-04 W5M Callout Test Point,0
431428,Central.Wilson Creek.13-30-042-04 W5M.Communications.Barometer.Barometer,Internal Analog Point,33,10/4/2018 10:01:18.971 PM,13-30-042-04 W5M Barometer,0
431437,Central.Wilson Creek.13-30-042-04 W5M.Communications.RTU Temp,FloBoss Numeric Point,21.2464599609375,10/4/2018 10:00:22.754 PM,13-30-042-04 W5M RTU Temp,0
431440,Central.Wilson Creek.13-30-042-04 W5M.Communications.RTUVolts,FloBoss Numeric Point,14.420990943908691,10/4/2018 10:00:22.753 PM,13-30-042-04 W5M RTUVolts,0
431459,Central.Wilson Creek.13-30-042-04 W5M.01-31-042-04 W5M.Fuel Gas.IO.AverageGasVol,Abstract Simple Analog Point,0,-,01-31-042-04 W5M AverageGasVol,0
431460,Central.Wilson Creek.13-30-042-04 W5M.01-31-042-04 W5M.Fuel Gas.IO.DiffPress,Abstract Simple Analog Point,0,-,01-31-042-04 W5M DiffPress,0
431461,Central.Wilson Creek.13-30-042-04 W5M.01-31-042-04 W5M.Fuel Gas.IO.FlowRate,Abstract Simple Analog Point,0,-,01-31-042-04 W5M FlowRate,0
431462,Central.Wilson Creek.13-30-042-04 W5M.01-31-042-04 W5M.Fuel Gas.IO.FlowTemp,Abstract Simple Analog Point,0,-,01-31-042-04 W5M FlowTemp,0
431463,Central.Wilson Creek.13-30-042-04 W5M.01-31-042-04 W5M.Fuel Gas.IO.PdayTOP,Abstract Simple Analog Point,0,-,01-31-042-04 W5M PdayTOP,0
431464,Central.Wilson Creek.13-30-042-04 W5M.01-31-042-04 W5M.Fuel Gas.IO.PdayVolume,Abstract Simple Analog Point,0,-,01-31-042-04 W5M PdayVolume,0
431465,Central.Wilson Creek.13-30-042-04 W5M.01-31-042-04 W5M.Fuel Gas.IO.StaticPress,Abstract Simple Analog Point,0,-,01-31-042-04 W5M StaticPress,0
