Id,FullName,TypeDesc,CurrentValueAsReal,CurrentTime,AlarmSource,CurrentState
420841,Central.Wilson Creek.01-35-042-04 W5M.~Callouts.Callout Test Point,Internal Digital Point,0,-,,0
420851,Central.Wilson Creek.01-35-042-04 W5M.Communications.Barometer.Barometer,Internal Analog Point,0,10/3/2018 11:01:18.977 PM,,1
420860,Central.Wilson Creek.01-35-042-04 W5M.Communications.RTU Temp,FloBoss Numeric Point,19.454673767089844,10/4/2018 9:44:52.105 PM,,0
420863,Central.Wilson Creek.01-35-042-04 W5M.Communications.RTUVolts,FloBoss Numeric Point,13.04899787902832,10/4/2018 10:04:52.115 PM,,2
420880,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Fuel Gas.IO.AverageGasVol,Abstract Simple Analog Point,0,-,,0
420881,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Fuel Gas.IO.FlowRate,Abstract Simple Analog Point,0,-,,0
420882,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Fuel Gas.IO.PdayTOP,Abstract Simple Analog Point,0,-,,0
420883,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Fuel Gas.IO.PdayVolume,Abstract Simple Analog Point,0,-,,0
420910,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.IO.Pipeline Pressure.PV,Abstract Simple Analog Point,0,-,,0
420912,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.IO.Remote ESD Command,FloBoss Numeric Point,1,9/26/2018 4:07:59.781 PM,01-36-042-04 W5M Remote ESD Command,4
420917,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.IO.Tubing Temperature.PV,Abstract Simple Analog Point,0,-,,0
420922,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.IO.~Shutdowns.Flowline PSHH,Abstract Simple Digital Point,0,-,01-36-042-04 W5M Flow Line Pressure High High Shutdown,0
420923,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.IO.~Shutdowns.Flowline PSLL,FloBoss Digital Point,1,9/26/2018 4:07:59.787 PM,01-36-042-04 W5M Flow Line Pressure Low Low Shutdown,1
420924,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.IO.~Shutdowns.Separator LSHH,Abstract Simple Digital Point,0,-,01-36-042-04 W5M Separator Level High High Shutdown,0
420925,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.IO.~Shutdowns.Separator PSHH,FloBoss Digital Point,1,9/26/2018 4:07:59.787 PM,01-36-042-04 W5M Separator Pressure High High Shutdown,1
420926,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.IO.~Shutdowns.Water Tank LSHH,Abstract Simple Digital Point,0,-,01-36-042-04 W5M Water Tank Level High High Shutdown,0
420964,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Water Meter.IO.Pday_Vol,Abstract Simple Analog Point,0,-,,0
420979,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.AGAOptions,FloBoss Numeric Point,0,9/26/2018 4:07:34.080 PM,01-36-042-04 W5M Gas Meter Run 3 AGA Options,0
420981,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.CarbonDioxide,FloBoss Numeric Point,2.3399999141693115,9/26/2018 4:07:34.801 PM,01-36-042-04 W5M Gas Meter Run 3 Carbon Dioxide,0
420982,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.CarbonMonoxide,FloBoss Numeric Point,0,9/26/2018 4:07:34.310 PM,01-36-042-04 W5M Gas Meter Run 3 Carbon Monoxide,0
420983,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.Compressibility Calc,FloBoss Numeric Point,68,9/26/2018 4:07:34.551 PM,01-36-042-04 W5M Gas Meter Run 3 Compressibility Calculation,0
420984,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.EthaneC2H6,FloBoss Numeric Point,9.2399997711181641,9/26/2018 4:07:35.520 PM,01-36-042-04 W5M Gas Meter Run 3 Ethane,0
420985,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.Helium,FloBoss Numeric Point,0.019999999552965164,9/26/2018 4:07:35.040 PM,01-36-042-04 W5M Gas Meter Run 3 Helium,4
420986,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.Hydrogen,FloBoss Numeric Point,0,9/26/2018 4:07:35.760 PM,01-36-042-04 W5M Gas Meter Run 3 Hydrogen,1
420987,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.HydrogenSulfide,FloBoss Numeric Point,0,9/26/2018 4:07:36.011 PM,01-36-042-04 W5M Gas Meter Run 3 Hydrogen Sulfide,1
420988,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.MethaneCH4,FloBoss Numeric Point,80.4800033569336,9/26/2018 4:07:36.251 PM,01-36-042-04 W5M Gas Meter Run 3 Methane,4
420989,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.Nitrogen,FloBoss Numeric Point,1.0299999713897705,9/26/2018 4:07:35.280 PM,01-36-042-04 W5M Gas Meter Run 3 Nitrogen,4
420990,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.Oxygen,FloBoss Numeric Point,0,9/26/2018 4:07:37.070 PM,01-36-042-04 W5M Gas Meter Run 3 Oxygen,1
420991,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.PropaneC3H8,FloBoss Numeric Point,4.4899997711181641,9/26/2018 4:07:37.936 PM,01-36-042-04 W5M Gas Meter Run 3 Propane,4
420992,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.RelativeDensity,FloBoss Numeric Point,0.71086174249649048,9/26/2018 4:07:38.270 PM,01-36-042-04 W5M Gas Meter Run 3 Relative Density,0
420993,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.Water,FloBoss Numeric Point,0,9/26/2018 4:07:36.565 PM,01-36-042-04 W5M Gas Meter Run 3 Water,1
420994,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.iButane,FloBoss Numeric Point,0.6600000262260437,9/26/2018 4:07:38.719 PM,01-36-042-04 W5M Gas Meter Run 3 Iso Butane,4
420995,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.iPentane,FloBoss Numeric Point,0.23999999463558197,9/26/2018 4:07:36.830 PM,01-36-042-04 W5M Gas Meter Run 3 Iso Pentate,4
420996,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.nButane,FloBoss Numeric Point,1.0499999523162842,9/26/2018 4:07:39.000 PM,01-36-042-04 W5M Gas Meter Run 3 Normal Butane,4
420997,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.nDecane,FloBoss Numeric Point,0,9/26/2018 4:07:39.490 PM,01-36-042-04 W5M Gas Meter Run 3 Normal Decane,1
420998,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.nHeptane,FloBoss Numeric Point,0.11999999731779099,9/26/2018 4:07:39.240 PM,01-36-042-04 W5M Gas Meter Run 3 Normal Heptane,4
420999,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.nHexane,FloBoss Numeric Point,0.11999999731779099,9/26/2018 4:07:39.790 PM,01-36-042-04 W5M Gas Meter Run 3 Normal Hexane,4
421000,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.nNonane,FloBoss Numeric Point,0,9/26/2018 4:07:42.000 PM,01-36-042-04 W5M Gas Meter Run 3 Normal Nonane,1
421001,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.nOctane,FloBoss Numeric Point,0,9/26/2018 4:07:41.760 PM,01-36-042-04 W5M Gas Meter Run 3 Normal Octane,1
421002,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.CompressibilityCalc.nPentane,FloBoss Numeric Point,0.20999999344348907,9/26/2018 4:07:40.489 PM,01-36-042-04 W5M Gas Meter Run 3 Normal Pentate,4
421003,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.ContractBasePressure,FloBoss Numeric Point,101.32499694824219,9/26/2018 4:07:43.243 PM,01-36-042-04 W5M Gas Meter Run 3 Contract Base Pressure,0
421004,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.ContractBaseTemp,FloBoss Numeric Point,15,9/26/2018 4:07:41.500 PM,01-36-042-04 W5M Gas Meter Run 3 Contract Base Temperature,0
421005,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.ContractHour,FloBoss Numeric Point,8,9/26/2018 4:07:40.870 PM,01-36-042-04 W5M Gas Meter Run 3 Contract Hour,0
421006,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.ContractUnits,FloBoss Numeric Point,1,9/26/2018 4:07:44.575 PM,01-36-042-04 W5M Gas Meter Run 3 Contract Units,0
421007,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.ContractWetGasMeterFact,FloBoss Numeric Point,1,9/26/2018 4:07:43.591 PM,01-36-042-04 W5M Gas Meter Run 3 Contract Wet Gas Meter Factor,0
421009,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.FlowCalculation.Compressibility,FloBoss Numeric Point,1.0152783393859863,10/4/2018 4:05:04.818 PM,01-36-042-04 W5M Gas Meter Run 3 Compressibility,0
421010,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.FlowCalculation.EngAtFullScale,FloBoss Numeric Point,0,9/26/2018 4:07:43.831 PM,01-36-042-04 W5M Gas Meter Run 3 At FullScale,0
421011,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.FlowCalculation.EngAtZeroScale,FloBoss Numeric Point,0,9/26/2018 4:07:45.171 PM,01-36-042-04 W5M Gas Meter Run 3 At ZeroScale,0
421012,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.FlowCalculation.FlowExtCalcMethod,FloBoss Numeric Point,13,9/26/2018 4:07:44.070 PM,01-36-042-04 W5M Gas Meter Run 3 Flow Calculation Method,0
421013,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.FlowCalculation.IsentropicExponent,FloBoss Numeric Point,1.2999999523162842,9/26/2018 4:07:45.471 PM,01-36-042-04 W5M Gas Meter Run 3 Isentropic Expotent,0
421014,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.FlowCalculation.LowDPCutOff,FloBoss Numeric Point,0.25,9/26/2018 4:07:44.311 PM,01-36-042-04 W5M Gas Meter Run 3 Low Differential Pressure Cut Off,0
421015,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.FlowCalculation.OrificeDiameter,FloBoss Numeric Point,38.099998474121094,9/26/2018 4:07:45.794 PM,01-36-042-04 W5M Gas Meter Run 3 Orifice Diameter,0
421016,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.FlowCalculation.OrificeMaterial,FloBoss Numeric Point,0,9/26/2018 4:07:45.794 PM,01-36-042-04 W5M Gas Meter Run 3 Orrifice Material,0
421017,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.FlowCalculation.OrificeMeasurementTemp,FloBoss Numeric Point,20,9/26/2018 4:07:45.792 PM,01-36-042-04 W5M Gas Meter Run 3 Orifice Measurment Temperature,0
421018,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.FlowCalculation.PipeDiameter,FloBoss Numeric Point,73.660003662109375,9/26/2018 4:07:45.791 PM,01-36-042-04 W5M Gas Meter Run 3 Pipe Diameter,0
421019,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.FlowCalculation.PipeMaterial,FloBoss Numeric Point,2,9/26/2018 4:07:45.795 PM,01-36-042-04 W5M Gas Meter Run 3 Pipe Material,0
421020,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.FlowCalculation.PipeMeasurementTemp,FloBoss Numeric Point,20,9/26/2018 4:07:45.797 PM,01-36-042-04 W5M Gas Meter Run 3 Pipe Measurement Temperature,0
421021,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.FlowCalculation.Viscosity,FloBoss Numeric Point,0.010267999954521656,9/26/2018 4:07:45.799 PM,01-36-042-04 W5M Gas Meter Run 3 Viscosity,0
421022,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.StatPresEngAtFullScale,FloBoss Numeric Point,25020.744140625,9/26/2018 4:07:45.802 PM,01-36-042-04 W5M Gas Meter Run 3 Static Pressure At FullScale,0
421023,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.StatPresEngAtZeroScale,FloBoss Numeric Point,0,9/26/2018 4:07:45.804 PM,01-36-042-04 W5M Gas Meter Run 3 Static Pressure At ZeroScale,0
421024,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.StaticPresAtmospheric,FloBoss Numeric Point,90.331428527832031,9/26/2018 4:07:45.805 PM,01-36-042-04 W5M Gas Meter Run 3 Static Atmospheric Pressure,0
421025,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.StaticPresTapLocation,FloBoss Digital Point,1,9/26/2018 4:07:33.851 PM,01-36-042-04 W5M Gas Meter Run 3 Static Pressure Tap Location,1
421026,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.TempEngAtFullScale,FloBoss Numeric Point,240,9/26/2018 4:07:45.800 PM,01-36-042-04 W5M Gas Meter Run 3 Temperature At FullScale,0
421027,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.Configuration.TempEngAtZeroScale,FloBoss Numeric Point,-40,9/26/2018 4:07:45.807 PM,01-36-042-04 W5M Gas Meter Run 3 Temperature At ZeroScale,0
421030,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.IO.AverageGasVol,Calculation Analog Point,4.2728213412421088,9/27/2018 6:00:00.000 AM,01-36-042-04 W5M Gas Meter Run 3 Average Gas Volume,4
421031,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.IO.CdayTOP,Calculation Analog Point,3.9052777608235676,10/4/2018 9:04:52.062 PM,01-36-042-04 W5M Gas Meter Run 3 Current Day Time of Production,0
421032,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.IO.CdayTOPRaw,FloBoss Numeric Point,234.31666564941406,10/4/2018 9:04:52.062 PM,01-36-042-04 W5M Gas Meter Run 3 Current Day Time of Production (Raw),0
421033,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.IO.CdayVolume,FloBoss Numeric Point,1.3968148231506348,10/4/2018 9:04:52.062 PM,01-36-042-04 W5M Gas Meter Run 3 Current Day Volume,0
421034,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.IO.DiffPress,FloBoss Numeric Point,-0.01077776774764061,10/4/2018 10:04:52.110 PM,01-36-042-04 W5M Gas Meter Run 3 Differential Pressure,5
421035,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.IO.FlowRate,FloBoss Numeric Point,0,10/4/2018 9:04:52.063 PM,01-36-042-04 W5M Gas Meter Run 3 Flow Rate,0
421036,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.IO.FlowTemp,FloBoss Numeric Point,34.167633056640625,10/4/2018 10:04:52.111 PM,01-36-042-04 W5M Gas Meter Run 3 Temperature,0
421037,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.IO.PdayDPAvg,FloBoss History Point,1.1485142707824707,10/4/2018 2:00:00.000 PM,01-36-042-04 W5M Gas Meter Run 3 Previous Day Average Differential Pressure,0
421038,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.IO.PdayFlowTempAvg,FloBoss History Point,16.134469985961914,10/4/2018 2:00:00.000 PM,01-36-042-04 W5M Gas Meter Run 3 Previous Day Average Temperature,0
421039,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.IO.PdayStaticPressAvg,FloBoss History Point,867.8199462890625,10/4/2018 2:00:00.000 PM,01-36-042-04 W5M Gas Meter Run 3 Previous Day Average Static Pressure,0
421040,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.IO.PdayTOP,Calculation Analog Point,24,9/29/2018 2:00:00.000 PM,01-36-042-04 W5M Gas Meter Run 3 Previous Day Time of Production,0
421041,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.IO.PdayTOPRaw,FloBoss History Point,727.066650390625,10/4/2018 2:00:00.000 PM,01-36-042-04 W5M Gas Meter Run 3 Previous Day Time of Production (Raw),0
421042,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.IO.PdayVolume,FloBoss History Point,4.4738941192626953,10/4/2018 2:00:00.000 PM,01-36-042-04 W5M Gas Meter Run 3 Previous Day Volume,0
421043,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.IO.StaticPress,FloBoss Numeric Point,1595.146240234375,10/4/2018 10:04:52.112 PM,01-36-042-04 W5M Gas Meter Run 3 Static Pressure,0
421044,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.IO.Supercompressibility,FloBoss Numeric Point,1.0206195116043091,10/4/2018 10:04:52.112 PM,01-36-042-04 W5M Gas Meter Run 3 Super compressibility,4
421045,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Gas Meter.IO.TOPThreshold,Internal Analog Point,6,10/26/2016 10:38:58.474 PM,01-36-042-04 W5M Gas Meter Run 3 Threshold,0
421156,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.IO.Tubing Pressure.HHAnn,Abstract Simple Digital Point,0,-,01-36-042-04 W5M Tubing Pressure High High Alarm,0
421157,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.IO.Tubing Pressure.HIAnn,Abstract Simple Digital Point,0,-,01-36-042-04 W5M Tubing Pressure High Alarm,0
421158,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.IO.Tubing Pressure.LLAnn,Abstract Simple Digital Point,0,-,01-36-042-04 W5M Tubing Pressure Low Low Alarm,0
421159,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.IO.Tubing Pressure.LOAnn,Abstract Simple Digital Point,0,-,01-36-042-04 W5M Tubing Pressure Low Alarm,0
421160,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.IO.Tubing Pressure.PV,FloBoss Numeric Point,1820.4708251953125,10/4/2018 10:04:52.114 PM,01-36-042-04 W5M Tubing Pressure PV,0
421165,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.IO.Casing Pressure.HHAnn,Abstract Simple Digital Point,0,-,01-36-042-04 W5M Casing Pressure High High Alarm,0
421166,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.IO.Casing Pressure.HIAnn,Abstract Simple Digital Point,0,-,01-36-042-04 W5M Casing Pressure High Alarm,0
421167,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.IO.Casing Pressure.LLAnn,Abstract Simple Digital Point,0,-,01-36-042-04 W5M Casing Pressure Low Low Alarm,0
421168,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.IO.Casing Pressure.LOAnn,Abstract Simple Digital Point,0,-,01-36-042-04 W5M Casing Pressure Low Alarm,0
421169,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.IO.Casing Pressure.PV,FloBoss Numeric Point,1882.67724609375,10/4/2018 10:04:52.113 PM,01-36-042-04 W5M Casing Pressure PV,0
421179,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Condy Meter.Configuration.KFactor,Abstract Simple Analog Point,0,-,01-36-042-04 W5M Condy Meter K-Factor,0
421182,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Condy Meter.IO.Cday_Vol,FloBoss Numeric Point,0,9/30/2018 11:44:51.550 PM,01-36-042-04 W5M Condy Meter Current Day Volume,1
421183,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.Condy Meter.IO.Pday_Vol,FloBoss Numeric Point,0.58952277898788452,10/4/2018 2:01:00.351 PM,01-36-042-04 W5M Condy Meter Previous Day Volume,0
421210,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.IO.ESDV.Output,FloBoss Digital Point,1,9/26/2018 4:07:59.785 PM,01-36-042-04 W5M ESDV Output,1
421211,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.IO.ESDV.ZSC,Abstract Simple Digital Point,0,-,01-36-042-04 W5M ESDV Close Status,0
421212,Central.Wilson Creek.01-35-042-04 W5M.01-36-042-04 W5M.IO.ESDV.ZSO,Abstract Simple Digital Point,0,-,01-36-042-04 W5M ESDV Open Status,0
428324,Central.Wilson Creek.03-19-043-04 W5M.~Callouts.Callout Test Point,Internal Digital Point,0,-,03-19-043-04 W5M Callout Test Point,0
428333,Central.Wilson Creek.03-19-043-04 W5M.Communications.AutoUploadDaily,OPC - Simple Analog Point,0,4/14/2016 3:58:01.673 PM,03-19-043-04 W5M AutoUploadDaily,1
428335,Central.Wilson Creek.03-19-043-04 W5M.Communications.Barometer.BadPollsLast,OPC - Simple Analog Point,6,10/4/2018 6:48:22.959 PM,03-19-043-04 W5M BadPollsLast,0
428336,Central.Wilson Creek.03-19-043-04 W5M.Communications.Barometer.Barometer,OPC - Simple Analog Point,100,10/4/2018 8:17:25.072 PM,03-19-043-04 W5M Barometer,4
428337,Central.Wilson Creek.03-19-043-04 W5M.Communications.Barometer.GoodPollsLast,OPC - Simple Analog Point,129,10/4/2018 8:02:17.291 PM,03-19-043-04 W5M GoodPollsLast,0
428338,Central.Wilson Creek.03-19-043-04 W5M.Communications.Barometer.StatsReset,OPC - Simple Digital Point,0,6/20/2017 1:15:15.018 PM,03-19-043-04 W5M StatsReset,0
428339,Central.Wilson Creek.03-19-043-04 W5M.Communications.ConnectString,OPC - Simple String Point,0,9/21/2018 7:52:09.292 PM,03-19-043-04 W5M ConnectString,0
428340,Central.Wilson Creek.03-19-043-04 W5M.Communications.DemandPoll,OPC - Simple Digital Point,0,9/21/2018 7:52:09.293 PM,03-19-043-04 W5M DemandPoll,0
428342,Central.Wilson Creek.03-19-043-04 W5M.Communications.LastPollTimeStr,OPC - Simple String Point,0,10/4/2018 8:02:17.291 PM,03-19-043-04 W5M LastPollTimeStr,0
428350,Central.Wilson Creek.03-19-043-04 W5M.Communications.RTUVolts,OPC - Simple Analog Point,0,4/14/2016 3:58:01.907 PM,03-19-043-04 W5M RTUVolts,1
428367,Central.Wilson Creek.03-19-043-04 W5M.03-19-043-04 W5M.Fuel Gas.IO.AverageGasVol,Abstract Simple Analog Point,0,-,03-19-043-04 W5M AverageGasVol,0
428368,Central.Wilson Creek.03-19-043-04 W5M.03-19-043-04 W5M.Fuel Gas.IO.FlowRate,Abstract Simple Analog Point,0,-,03-19-043-04 W5M FlowRate,0
428369,Central.Wilson Creek.03-19-043-04 W5M.03-19-043-04 W5M.Fuel Gas.IO.PdayTOP,Abstract Simple Analog Point,0,-,03-19-043-04 W5M PdayTOP,0
428370,Central.Wilson Creek.03-19-043-04 W5M.03-19-043-04 W5M.Fuel Gas.IO.PdayVolume,Abstract Simple Analog Point,0,-,03-19-043-04 W5M PdayVolume,0
428391,Central.Wilson Creek.03-19-043-04 W5M.03-19-043-04 W5M.IO.Casing Pressure.PV,Abstract Simple Analog Point,0,-,03-19-043-04 W5M PV,0
428397,Central.Wilson Creek.03-19-043-04 W5M.03-19-043-04 W5M.IO.Pipeline Pressure.PV,Abstract Simple Analog Point,0,-,03-19-043-04 W5M PV,0
428399,Central.Wilson Creek.03-19-043-04 W5M.03-19-043-04 W5M.IO.Remote ESD Command,Abstract Simple Point,0,-,03-19-043-04 W5M Remote ESD Command,0
428401,Central.Wilson Creek.03-19-043-04 W5M.03-19-043-04 W5M.IO.Tubing Pressure.PV,Abstract Simple Analog Point,0,-,03-19-043-04 W5M PV,0
428404,Central.Wilson Creek.03-19-043-04 W5M.03-19-043-04 W5M.IO.Tubing Temperature.PV,Abstract Simple Analog Point,0,-,03-19-043-04 W5M PV,0
428409,Central.Wilson Creek.03-19-043-04 W5M.03-19-043-04 W5M.IO.~Shutdowns.Flowline PSHH,Abstract Simple Digital Point,0,-,03-19-043-04 W5M Flow Line Pressure High High Shutdown,0
428410,Central.Wilson Creek.03-19-043-04 W5M.03-19-043-04 W5M.IO.~Shutdowns.Flowline PSLL,Abstract Simple Digital Point,0,-,03-19-043-04 W5M Flow Line Pressure Low Low Shutdown,0
428411,Central.Wilson Creek.03-19-043-04 W5M.03-19-043-04 W5M.IO.~Shutdowns.Separator LSHH,Abstract Simple Digital Point,0,-,03-19-043-04 W5M Separator Level High High Shutdown,0
428412,Central.Wilson Creek.03-19-043-04 W5M.03-19-043-04 W5M.IO.~Shutdowns.Separator PSHH,Abstract Simple Digital Point,0,-,03-19-043-04 W5M Separator Pressure High High Shutdown,0
428413,Central.Wilson Creek.03-19-043-04 W5M.03-19-043-04 W5M.IO.~Shutdowns.Water Tank LSHH,Abstract Simple Digital Point,0,-,03-19-043-04 W5M Water Tank Level High High Shutdown,0
428466,Central.Wilson Creek.03-19-043-04 W5M.03-19-043-04 W5M.Gas Meter.Configuration.AGAOptions,OPC - Simple Analog Point,0,-,03-19-043-04 W5M Gas Meter  AGA Options,0
428468,Central.Wilson Creek.03-19-043-04 W5M.03-19-043-04 W5M.Gas Meter.Configuration.CompressibilityCalc.CarbonDioxide,OPC - Simple Analog Point,3.7999999523162842,10/4/2018 8:19:07.087 PM,03-19-043-04 W5M Gas Meter  Carbon Dioxide,0
