Id,RecordTime,Value,ReasonDesc,StateDesc,QualityDesc
390631,9/1/2017 6:00:04 AM,21513.890625,Current Data,Normal,Good
390631,9/1/2017 6:30:03 AM,23313.080078125,Current Data,Normal,Good
390631,9/1/2017 7:00:03 AM,24643.220703125,Current Data,Normal,Good
390631,9/1/2017 10:30:03 AM,25937.470703125,Current Data,Normal,Good
390631,9/1/2017 11:00:03 AM,27736.650390625,Current Data,Normal,Good
390631,9/1/2017 11:30:04 AM,29537.830078125,Current Data,Normal,Good
390631,9/1/2017 12:00:04 PM,30546.9296875,Current Data,Normal,Good
390631,9/1/2017 2:30:03 PM,0,Current Data,Low Low,Good
390631,9/1/2017 3:30:03 PM,1792.530029296875,Current Data,Normal,Good
390631,9/1/2017 4:00:03 PM,3592.7099609375,Current Data,Normal,Good
390631,9/1/2017 4:30:04 PM,5392.89990234375,Current Data,Normal,Good
390631,9/1/2017 5:00:03 PM,6096.97021484375,Current Data,Normal,Good
390631,9/1/2017 8:00:03 PM,6525.1201171875,Current Data,Normal,Good
390631,9/1/2017 8:30:02 PM,8324.2998046875,Current Data,Normal,Good
390631,9/1/2017 9:01:06 PM,10188.4697265625,Current Data,Normal,Good
390631,9/1/2017 9:30:03 PM,11924.650390625,Current Data,Normal,Good
390631,9/1/2017 10:00:04 PM,12135.669921875,Current Data,Normal,Good
390631,9/2/2017 1:01:07 AM,13286.7802734375,Current Data,Normal,Good
390631,9/2/2017 1:30:02 AM,15022.0703125,Current Data,Normal,Good
390631,9/2/2017 2:00:04 AM,16824.259765625,Current Data,Normal,Good
390631,9/2/2017 2:30:03 AM,18419.419921875,Current Data,Normal,Good
390631,9/2/2017 6:00:04 AM,19924.900390625,Current Data,Normal,Good
390631,9/2/2017 6:30:04 AM,21725.099609375,Current Data,Normal,Good
390631,9/2/2017 7:00:04 AM,23525.279296875,Current Data,Normal,Good
390631,9/2/2017 7:30:03 AM,24992.4296875,Current Data,Normal,Good
390631,9/2/2017 11:00:03 AM,26439.91015625,Current Data,Normal,Good
390631,9/2/2017 11:30:03 AM,28241.099609375,Current Data,Normal,Good
390631,9/2/2017 12:00:03 PM,30040.279296875,Current Data,Normal,Good
390631,9/2/2017 12:30:05 PM,31203.400390625,Current Data,Normal,Good
390631,9/2/2017 2:30:04 PM,0,Current Data,Low Low,Good
390631,9/2/2017 4:00:02 PM,1611.510009765625,Current Data,Normal,Good
390631,9/2/2017 4:30:03 PM,3411.699951171875,Current Data,Normal,Good
390631,9/2/2017 5:00:02 PM,5210.89013671875,Current Data,Normal,Good
390631,9/2/2017 5:30:03 PM,6126.97998046875,Current Data,Normal,Good
390631,9/2/2017 9:01:15 PM,7988.14990234375,Current Data,Normal,Good
390631,9/2/2017 9:30:02 PM,9715.400390625,Current Data,Normal,Good
390631,9/2/2017 10:10:37 PM,11638.5498046875,Current Data,Normal,Good
390631,9/3/2017 5:30:03 AM,12910.7900390625,Current Data,Normal,Good
390631,9/3/2017 6:00:03 AM,14710.9697265625,Current Data,Normal,Good
390631,9/3/2017 6:30:05 AM,16368.150390625,Current Data,Normal,Good
390631,9/3/2017 7:01:01 AM,16700.2890625,Current Data,Normal,Good
390631,9/3/2017 10:00:03 AM,16773.640625,Current Data,Normal,Good
390631,9/3/2017 10:30:03 AM,18573.830078125,Current Data,Normal,Good
390631,9/3/2017 11:00:03 AM,20373.009765625,Current Data,Normal,Good
390631,9/3/2017 11:30:04 AM,22174.19921875,Current Data,Normal,Good
390631,9/3/2017 12:00:04 PM,22864.26953125,Current Data,Normal,Good
390631,9/3/2017 2:30:04 PM,0,Current Data,Low Low,Good
390631,9/3/2017 3:00:03 PM,550.15997314453125,Current Data,Normal,Good
390631,9/3/2017 3:30:02 PM,2349.340087890625,Current Data,Normal,Good
390631,9/3/2017 4:00:04 PM,4151.5400390625,Current Data,Normal,Good
390631,9/3/2017 4:31:15 PM,6004.72998046875,Current Data,Normal,Good
390631,9/3/2017 8:00:02 PM,7352.580078125,Current Data,Normal,Good
390631,9/3/2017 8:30:03 PM,9153.76953125,Current Data,Normal,Good
390631,9/3/2017 9:00:04 PM,10954.849609375,Current Data,Normal,Good
390631,9/3/2017 9:30:04 PM,12164.08984375,Current Data,Normal,Good
390631,9/4/2017 12:30:02 AM,12411.4501953125,Current Data,Normal,Good
390631,9/4/2017 1:00:03 AM,14212.650390625,Current Data,Normal,Good
390631,9/4/2017 1:30:58 AM,16066.83984375,Current Data,Normal,Good
390631,9/4/2017 2:00:03 AM,17812.01953125,Current Data,Normal,Good
390631,9/4/2017 2:30:03 AM,18161.05078125,Current Data,Normal,Good
390631,9/4/2017 5:30:03 AM,19422.51953125,Current Data,Normal,Good
390631,9/4/2017 6:00:03 AM,21222.69921875,Current Data,Normal,Good
390631,9/4/2017 6:30:03 AM,23022.890625,Current Data,Normal,Good
390631,9/4/2017 7:00:02 AM,24171.01953125,Current Data,Normal,Good
390631,9/4/2017 10:00:03 AM,24762.41015625,Current Data,Normal,Good
390631,9/4/2017 10:30:04 AM,26563.599609375,Current Data,Normal,Good
390631,9/4/2017 11:00:03 AM,28362.779296875,Current Data,Normal,Good
390631,9/4/2017 11:30:05 AM,30164.859375,Current Data,Normal,Good
390631,9/4/2017 12:00:03 PM,30245,Current Data,Normal,Good
390631,9/4/2017 2:30:04 PM,0,Current Data,Low Low,Good
390631,9/4/2017 3:00:03 PM,1799.2900390625,Current Data,Normal,Good
