Id,RecordTime,Value,ReasonDesc,StateDesc,QualityDesc
390634,9/1/2017 6:29:48 AM,2.80495023727417,Current Data,Normal,Good
390634,9/1/2017 6:59:48 AM,0,Current Data,Normal,Good
390634,9/1/2017 7:29:48 AM,0,Current Data,Normal,Good
390634,9/1/2017 7:59:50 AM,0,Current Data,Normal,Good
390634,9/1/2017 8:29:48 AM,0,Current Data,Normal,Good
390634,9/1/2017 8:59:49 AM,0,Current Data,Normal,Good
390634,9/1/2017 9:29:48 AM,0,Current Data,Normal,Good
390634,9/1/2017 9:59:48 AM,0,Current Data,Normal,Good
390634,9/1/2017 10:29:49 AM,6.3668785095214844,Current Data,Normal,Good
390634,9/1/2017 10:59:48 AM,3.4376404285430908,Current Data,Normal,Good
390634,9/1/2017 11:29:49 AM,2.5136303901672363,Current Data,Normal,Good
390634,9/1/2017 11:59:49 AM,0,Current Data,Normal,Good
390634,9/1/2017 12:29:48 PM,0,Current Data,Normal,Good
390634,9/1/2017 12:59:50 PM,0,Current Data,Normal,Good
390634,9/1/2017 1:31:02 PM,0,Current Data,Normal,Good
390634,9/1/2017 1:59:48 PM,0,Current Data,Normal,Good
390634,9/1/2017 2:29:48 PM,0,Current Data,Normal,Good
390634,9/1/2017 2:59:48 PM,0,Current Data,Normal,Good
390634,9/1/2017 3:29:49 PM,6.2190532684326172,Current Data,Normal,Good
390634,9/1/2017 3:59:49 PM,4.1859831809997559,Current Data,Normal,Good
390634,9/1/2017 4:29:49 PM,2.5096709728240967,Current Data,Normal,Good
390634,9/1/2017 4:59:48 PM,0,Current Data,Normal,Good
390634,9/1/2017 5:29:48 PM,0,Current Data,Normal,Good
390634,9/1/2017 5:59:48 PM,0,Current Data,Normal,Good
390634,9/1/2017 6:29:50 PM,0,Current Data,Normal,Good
390634,9/1/2017 6:59:49 PM,0,Current Data,Normal,Good
390634,9/1/2017 7:29:48 PM,0,Current Data,Normal,Good
390634,9/1/2017 7:59:48 PM,9.4343891143798828,Current Data,Normal,Good
390634,9/1/2017 8:29:48 PM,5.3363289833068848,Current Data,Normal,Good
390634,9/1/2017 9:00:52 PM,2.9154841899871826,Current Data,Normal,Good
390634,9/1/2017 9:29:48 PM,3.2322442531585693,Current Data,Normal,Good
390634,9/1/2017 9:59:50 PM,0,Current Data,Normal,Good
