Id,RecordTime,Value,ReasonDesc,StateDesc,QualityDesc
390041,9/1/2017 1:00:20 PM,2.4486198425292969,Current Data,Normal,Good
390041,9/1/2017 1:30:26 PM,2.6286857128143311,Current Data,Normal,Good
390041,9/1/2017 2:00:29 PM,0.0011345859384164214,Current Data,Normal,Good
390041,9/1/2017 2:30:38 PM,0.034355871379375458,Current Data,Normal,Good
390041,9/1/2017 4:00:23 PM,0.19665026664733887,Current Data,Normal,Good
390041,9/1/2017 4:30:29 PM,0.3768579363822937,Current Data,Normal,Good
390041,9/1/2017 5:00:24 PM,0.51980131864547729,Current Data,Normal,Good
390041,9/1/2017 6:30:47 PM,0.55675381422042847,Current Data,Normal,Good
390041,9/1/2017 7:00:46 PM,0.67270582914352417,Current Data,Normal,Good
390041,9/2/2017 3:00:28 AM,0.71516549587249756,Current Data,Normal,Good
390041,9/2/2017 3:30:36 AM,0.91631639003753662,Current Data,Normal,Good
390041,9/2/2017 4:00:34 AM,1.0853632688522339,Current Data,Normal,Good
390041,9/2/2017 4:30:37 AM,1.1325862407684326,Current Data,Normal,Good
390041,9/2/2017 6:00:31 AM,1.2700055837631226,Current Data,Normal,Good
390041,9/2/2017 6:30:25 AM,1.4608602523803711,Current Data,Normal,Good
390041,9/2/2017 7:00:36 AM,1.6139037609100342,Current Data,Normal,Good
390041,9/2/2017 8:30:38 AM,1.646044135093689,Current Data,Normal,Good
390041,9/2/2017 9:00:33 AM,1.8245269060134888,Current Data,Normal,Good
390041,9/2/2017 9:30:36 AM,2.0049502849578857,Current Data,Normal,Good
390041,9/2/2017 10:00:42 AM,2.1317474842071533,Current Data,Normal,Good
390041,9/2/2017 11:30:28 AM,2.1896791458129883,Current Data,Normal,Good
390041,9/2/2017 12:00:44 PM,2.3030786514282227,Current Data,Normal,Good
390041,9/2/2017 2:00:22 PM,0,Current Data,Low Low,Good
390041,9/2/2017 8:00:28 PM,0.070697173476219177,Current Data,Normal,Good
390041,9/2/2017 8:30:24 PM,0.27253139019012451,Current Data,Normal,Good
390041,9/2/2017 9:00:33 PM,0.43586167693138123,Current Data,Normal,Good
390041,9/2/2017 11:00:27 PM,0.46508559584617615,Current Data,Normal,Good
390041,9/3/2017 7:00:31 AM,0.47734624147415161,Current Data,Normal,Good
390041,9/3/2017 7:30:33 AM,0.67846822738647461,Current Data,Normal,Good
390041,9/3/2017 8:00:24 AM,0.82073545455932617,Current Data,Normal,Good
390041,9/3/2017 8:30:23 AM,0.8331107497215271,Current Data,Normal,Good
390041,9/3/2017 10:00:22 AM,1.0571317672729492,Current Data,Normal,Good
