Id,RecordTime,Value,ReasonDesc,StateDesc,QualityDesc
389788,9/1/2017 7:29:13 AM,1,Current Data,Good,Good
389788,9/1/2017 7:33:43 AM,0,Current Data,Good,Good
389788,9/1/2017 7:59:43 AM,2,Current Data,Good,Good
389788,9/1/2017 8:04:13 AM,0,Current Data,Good,Good
389788,9/1/2017 9:05:43 AM,3,Current Data,Good,Good
389788,9/1/2017 9:12:43 AM,0,Current Data,Good,Good
389788,9/1/2017 9:19:43 AM,2,Current Data,Good,Good
389788,9/1/2017 9:26:43 AM,0,Current Data,Good,Good
389788,9/1/2017 10:29:13 AM,3,Current Data,Good,Good
389788,9/1/2017 10:33:43 AM,0,Current Data,Good,Good
389788,9/1/2017 10:56:43 AM,3,Current Data,Good,Good
389788,9/1/2017 10:59:13 AM,1,Current Data,Good,Good
389788,9/1/2017 11:03:43 AM,0,Current Data,Good,Good
389788,9/1/2017 11:14:43 AM,2,Current Data,Good,Good
389788,9/1/2017 11:26:43 AM,0,Current Data,Good,Good
389788,9/1/2017 12:18:13 PM,1,Current Data,Good,Good
389788,9/1/2017 12:29:43 PM,0,Current Data,Good,Good
389788,9/1/2017 2:14:13 PM,9,Current Data,Good,Good
389788,9/1/2017 2:29:13 PM,8,Current Data,Good,Good
389788,9/1/2017 2:35:43 PM,2,Current Data,Good,Good
389788,9/1/2017 2:56:43 PM,0,Current Data,Good,Good
389788,9/1/2017 3:03:43 PM,1,Current Data,Good,Good
389788,9/1/2017 3:10:43 PM,0,Current Data,Good,Good
389788,9/1/2017 3:15:13 PM,4,Current Data,Good,Good
389788,9/1/2017 3:16:13 PM,9,Current Data,Good,Good
389788,9/1/2017 3:21:43 PM,6,Current Data,Good,Good
389788,9/1/2017 3:23:13 PM,0,Current Data,Good,Good
389788,9/1/2017 5:03:43 PM,3,Current Data,Good,Good
389788,9/1/2017 5:10:43 PM,0,Current Data,Good,Good
389788,9/1/2017 5:33:43 PM,7,Current Data,Good,Good
389788,9/1/2017 5:59:43 PM,5,Current Data,Good,Good
389788,9/1/2017 6:06:43 PM,0,Current Data,Good,Good
389788,9/1/2017 7:34:13 PM,9,Current Data,Good,Good
389788,9/1/2017 7:59:43 PM,5,Current Data,Good,Good
389788,9/1/2017 8:04:43 PM,2,Current Data,Good,Good
389788,9/1/2017 8:11:43 PM,0,Current Data,Good,Good
389788,9/1/2017 8:59:43 PM,2,Current Data,Good,Good
389788,9/1/2017 9:04:43 PM,0,Current Data,Good,Good
389788,9/1/2017 9:59:43 PM,5,Current Data,Good,Good
389788,9/1/2017 10:06:13 PM,0,Current Data,Good,Good
389788,9/2/2017 12:16:43 AM,2,Current Data,Good,Good
389788,9/2/2017 12:17:13 AM,7,Current Data,Good,Good
389788,9/2/2017 12:17:43 AM,8,Current Data,Good,Good
389788,9/2/2017 12:18:43 AM,10,Current Data,Good,Good
389788,9/2/2017 12:27:13 AM,8,Current Data,Good,Good
389788,9/2/2017 12:29:43 AM,4,Current Data,Good,Good
389788,9/2/2017 12:34:13 AM,0,Current Data,Good,Good
389788,9/2/2017 12:59:43 AM,2,Current Data,Good,Good
389788,9/2/2017 1:04:13 AM,0,Current Data,Good,Good
389788,9/2/2017 1:15:43 AM,8,Current Data,Good,Good
389788,9/2/2017 1:27:13 AM,6,Current Data,Good,Good
389788,9/2/2017 1:36:43 AM,5,Current Data,Good,Good
389788,9/2/2017 1:59:43 AM,4,Current Data,Good,Good
389788,9/2/2017 2:06:13 AM,0,Current Data,Good,Good
389788,9/2/2017 2:15:43 AM,6,Current Data,Good,Good
