Id,RecordTime,Value,ReasonDesc,StateDesc,QualityDesc
389445,9/1/2017 6:05:55 AM,26.799999237060547,Current Data,Normal,Good
389445,9/1/2017 6:32:20 AM,26.799999237060547,Current Data,Normal,Good
389445,9/1/2017 7:05:56 AM,26.899997711181641,Current Data,Normal,Good
389445,9/1/2017 7:34:30 AM,26.999998092651367,Current Data,Normal,Good
389445,9/1/2017 8:06:59 AM,26.999998092651367,Current Data,Normal,Good
389445,9/1/2017 8:33:31 AM,27.099998474121094,Current Data,Normal,Good
389445,9/1/2017 9:06:07 AM,27.099998474121094,Current Data,Normal,Good
389445,9/1/2017 9:33:22 AM,27.19999885559082,Current Data,Normal,Good
389445,9/1/2017 10:05:47 AM,27.19999885559082,Current Data,Normal,Good
389445,9/1/2017 10:33:14 AM,27.19999885559082,Current Data,Normal,Good
389445,9/1/2017 11:06:55 AM,27.19999885559082,Current Data,Normal,Good
389445,9/1/2017 11:33:12 AM,27.19999885559082,Current Data,Normal,Good
389445,9/1/2017 12:06:04 PM,27.19999885559082,Current Data,Normal,Good
389445,9/1/2017 12:33:09 PM,27.19999885559082,Current Data,Normal,Good
389445,9/1/2017 1:04:37 PM,27.19999885559082,Current Data,Normal,Good
389445,9/1/2017 1:33:08 PM,27.299999237060547,Current Data,Normal,Good
389445,9/1/2017 2:04:49 PM,27.299999237060547,Current Data,Normal,Good
389445,9/1/2017 2:34:51 PM,27.299999237060547,Current Data,Normal,Good
389445,9/1/2017 3:06:09 PM,27.19999885559082,Current Data,Normal,Good
389445,9/1/2017 3:34:04 PM,27.19999885559082,Current Data,Normal,Good
389445,9/1/2017 4:06:23 PM,27.099998474121094,Current Data,Normal,Good
389445,9/1/2017 4:33:36 PM,26.899997711181641,Current Data,Normal,Good
389445,9/1/2017 5:06:25 PM,26.799999237060547,Current Data,Normal,Good
389445,9/1/2017 5:34:43 PM,26.69999885559082,Current Data,Normal,Good
389445,9/1/2017 6:04:28 PM,26.499998092651367,Current Data,Normal,Good
389445,9/1/2017 6:34:00 PM,26.499998092651367,Current Data,Normal,Good
389445,9/1/2017 7:04:10 PM,26.499998092651367,Current Data,Normal,Good
389445,9/1/2017 7:34:43 PM,26.499998092651367,Current Data,Normal,Good
389445,9/1/2017 8:07:26 PM,26.499998092651367,Current Data,Normal,Good
389445,9/1/2017 8:34:38 PM,26.499998092651367,Current Data,Normal,Good
389445,9/1/2017 9:06:10 PM,26.399997711181641,Current Data,Normal,Good
389445,9/1/2017 9:34:22 PM,26.299999237060547,Current Data,Normal,Good
389445,9/1/2017 10:04:35 PM,26.299999237060547,Current Data,Normal,Good
389445,9/1/2017 10:33:42 PM,26.19999885559082,Current Data,Normal,Good
389445,9/1/2017 11:04:28 PM,26.19999885559082,Current Data,Normal,Good
389445,9/1/2017 11:33:10 PM,26.099998474121094,Current Data,Normal,Good
389445,9/2/2017 12:03:23 AM,26.099998474121094,Current Data,Normal,Good
389445,9/2/2017 12:33:35 AM,26.099998474121094,Current Data,Normal,Good
389445,9/2/2017 1:06:11 AM,26.19999885559082,Current Data,Normal,Good
389445,9/2/2017 1:33:25 AM,26.299999237060547,Current Data,Normal,Good
389445,9/2/2017 2:05:51 AM,26.399997711181641,Current Data,Normal,Good
389445,9/2/2017 2:33:29 AM,26.499998092651367,Current Data,Normal,Good
389445,9/2/2017 3:03:51 AM,26.599998474121094,Current Data,Normal,Good
389445,9/2/2017 3:33:16 AM,26.69999885559082,Current Data,Normal,Good
389445,9/2/2017 4:05:09 AM,26.799999237060547,Current Data,Normal,Good
389445,9/2/2017 4:32:48 AM,26.799999237060547,Current Data,Normal,Good
389445,9/2/2017 5:05:00 AM,26.899997711181641,Current Data,Normal,Good
389445,9/2/2017 5:33:05 AM,26.899997711181641,Current Data,Normal,Good
389445,9/2/2017 6:04:30 AM,26.999998092651367,Current Data,Normal,Good
389445,9/2/2017 6:33:08 AM,26.999998092651367,Current Data,Normal,Good
389445,9/2/2017 7:04:03 AM,26.999998092651367,Current Data,Normal,Good
389445,9/2/2017 7:32:38 AM,26.999998092651367,Current Data,Normal,Good
389445,9/2/2017 8:04:38 AM,27.099998474121094,Current Data,Normal,Good
389445,9/2/2017 8:35:36 AM,27.099998474121094,Current Data,Normal,Good
389445,9/2/2017 9:04:42 AM,27.099998474121094,Current Data,Normal,Good
389445,9/2/2017 9:33:43 AM,27.099998474121094,Current Data,Normal,Good
389445,9/2/2017 10:04:33 AM,27.19999885559082,Current Data,Normal,Good
389445,9/2/2017 10:33:31 AM,27.19999885559082,Current Data,Normal,Good
389445,9/2/2017 11:06:07 AM,27.19999885559082,Current Data,Normal,Good
389445,9/2/2017 11:32:50 AM,27.19999885559082,Current Data,Normal,Good
389445,9/2/2017 12:05:42 PM,27.299999237060547,Current Data,Normal,Good
389445,9/2/2017 12:34:05 PM,27.299999237060547,Current Data,Normal,Good
389445,9/2/2017 1:05:59 PM,27.299999237060547,Current Data,Normal,Good
389445,9/2/2017 1:32:32 PM,27.299999237060547,Current Data,Normal,Good
389445,9/2/2017 2:05:58 PM,27.299999237060547,Current Data,Normal,Good
389445,9/2/2017 2:35:48 PM,27.299999237060547,Current Data,Normal,Good
389445,9/2/2017 3:04:32 PM,27.299999237060547,Current Data,Normal,Good
389445,9/2/2017 3:33:15 PM,27.19999885559082,Current Data,Normal,Good
389445,9/2/2017 4:06:58 PM,26.999998092651367,Current Data,Normal,Good
