Month,Year,Corporate Entity,Pipeline Name,Key Point,Latitude,Longitude,Direction of Flow,Trade Type,Product,Throughput 1000 m3/d,Capacity (1000 m3/d),Reason for variance from nameplate capacity
6,2008,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,8,not available,not available
7,2008,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,15,not available,not available
7,2008,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,3,not available,not available
7,2008,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,6,not available,not available
7,2008,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
7,2008,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,6,not available,not available
7,2008,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,2,not available,not available
7,2008,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,2,not available,not available
8,2008,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,17,not available,not available
8,2008,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,2,not available,not available
8,2008,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,9,not available,not available
8,2008,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
8,2008,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,5,not available,not available
8,2008,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,4,not available,not available
8,2008,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,2,not available,not available
9,2008,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,20,not available,not available
9,2008,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,1,not available,not available
9,2008,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,8,not available,not available
9,2008,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
9,2008,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,3,not available,not available
9,2008,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,5,not available,not available
9,2008,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,8,not available,not available
10,2008,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,20,not available,not available
10,2008,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,2,not available,not available
10,2008,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,4,not available,not available
10,2008,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
10,2008,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,3,not available,not available
10,2008,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,4,not available,not available
10,2008,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,4,not available,not available
11,2008,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,21,not available,not available
11,2008,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,1,not available,not available
11,2008,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,4,not available,not available
11,2008,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
11,2008,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,6,not available,not available
11,2008,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,9,not available,not available
11,2008,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,5,not available,not available
12,2008,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,15,not available,not available
12,2008,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,1,not available,not available
12,2008,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,6,not available,not available
12,2008,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
12,2008,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,12,not available,not available
12,2008,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,0,not available,not available
12,2008,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,6,not available,not available
1,2009,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,9,not available,not available
1,2009,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
1,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,8,not available,not available
1,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
1,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,8,not available,not available
1,2009,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,1,not available,not available
1,2009,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,5,not available,not available
2,2009,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,12,not available,not available
2,2009,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
2,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,6,not available,not available
2,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
2,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,9,not available,not available
2,2009,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,1,not available,not available
2,2009,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,8,not available,not available
3,2009,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,14,not available,not available
3,2009,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
3,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,8,not available,not available
3,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
3,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,9,not available,not available
3,2009,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,4,not available,not available
3,2009,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,17,not available,not available
4,2009,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,13,not available,not available
4,2009,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
4,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,8,not available,not available
4,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
4,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,8,not available,not available
4,2009,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,0,not available,not available
4,2009,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,10,not available,not available
5,2009,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,9,not available,not available
5,2009,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
5,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,9,not available,not available
5,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
5,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,8,not available,not available
5,2009,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,2,not available,not available
5,2009,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,15,not available,not available
6,2009,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,16,not available,not available
6,2009,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
6,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,9,not available,not available
6,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
6,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,5,not available,not available
6,2009,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,0,not available,not available
6,2009,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,18,not available,not available
7,2009,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,22,not available,not available
7,2009,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
7,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,8,not available,not available
7,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
7,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,7,not available,not available
7,2009,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,2,not available,not available
7,2009,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,9,not available,not available
8,2009,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,23,not available,not available
8,2009,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
8,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,8,not available,not available
8,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
8,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,7,not available,not available
8,2009,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,1,not available,not available
8,2009,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,9,not available,not available
9,2009,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,21,not available,not available
9,2009,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
9,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,9,not available,not available
9,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
9,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,8,not available,not available
9,2009,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,0,not available,not available
9,2009,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,11,not available,not available
10,2009,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,19,not available,not available
10,2009,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,1,not available,not available
10,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,7,not available,not available
10,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
10,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,9,not available,not available
10,2009,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,0,not available,not available
10,2009,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,7,not available,not available
11,2009,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,20,not available,not available
11,2009,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,1,not available,not available
11,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,7,not available,not available
11,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
11,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,12,not available,not available
11,2009,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,0,not available,not available
11,2009,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,11,not available,not available
12,2009,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,18,not available,not available
12,2009,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
12,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,8,not available,not available
12,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
12,2009,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,11,not available,not available
12,2009,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,0,not available,not available
12,2009,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,12,not available,not available
1,2010,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,16,not available,not available
1,2010,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,1,not available,not available
1,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,7,not available,not available
1,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
1,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,8,not available,not available
1,2010,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,0,not available,not available
1,2010,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,3,not available,not available
2,2010,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,22,not available,not available
2,2010,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
2,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,7,not available,not available
2,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
2,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,8,not available,not available
2,2010,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,1,not available,not available
2,2010,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,14,not available,not available
3,2010,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,20,not available,not available
3,2010,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
3,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,8,not available,not available
3,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
3,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,7,not available,not available
3,2010,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,0,not available,not available
3,2010,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,5,not available,not available
4,2010,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,21,not available,not available
4,2010,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
4,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,4,not available,not available
4,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
4,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,4,not available,not available
4,2010,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,4,not available,not available
4,2010,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,19,not available,not available
5,2010,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,16,not available,not available
5,2010,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
5,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,3,not available,not available
5,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
5,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,8,not available,not available
5,2010,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,2,not available,not available
5,2010,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,18,not available,not available
6,2010,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,18,not available,not available
6,2010,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
6,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,7,not available,not available
6,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
6,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,5,not available,not available
6,2010,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,3,not available,not available
6,2010,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,18,not available,not available
7,2010,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,16,not available,not available
7,2010,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
7,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,8,not available,not available
7,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
7,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,9,not available,not available
7,2010,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,0,not available,not available
7,2010,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,14,not available,not available
8,2010,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,18,not available,not available
8,2010,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
8,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,8,not available,not available
8,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
8,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,10,not available,not available
8,2010,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,0,not available,not available
8,2010,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,11,not available,not available
9,2010,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,27,not available,not available
9,2010,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,0,not available,not available
9,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,4,not available,not available
9,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
9,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,6,not available,not available
9,2010,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,0,not available,not available
9,2010,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,10,not available,not available
10,2010,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,24,not available,not available
10,2010,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,2,not available,not available
10,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,3,not available,not available
10,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
10,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,7,not available,not available
10,2010,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,0,not available,not available
10,2010,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,13,not available,not available
11,2010,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,25,not available,not available
11,2010,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,1,not available,not available
11,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,8,not available,not available
11,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
11,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,8,not available,not available
11,2010,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,1,not available,not available
11,2010,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,8,not available,not available
12,2010,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,25,not available,not available
12,2010,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,1,not available,not available
12,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic light,8,not available,not available
12,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,domestic heavy,0,not available,not available
12,2010,Trans Mountain Pipeline ULC,Trans Mountain,Burnaby,49.2685,-122.9313,West,intracanada,refined petroleum products,9,not available,not available
12,2010,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic light,0,not available,not available
12,2010,Trans Mountain Pipeline ULC,Trans Mountain,Westridge,49.2908,-122.9503,West,export,domestic heavy,9,not available,not available
1,2011,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic light,21,not available,not available
1,2011,Trans Mountain Pipeline ULC,Trans Mountain,Sumas,49.0766,-122.2027,South,export,domestic heavy,2,not available,not available
