COMPANY NAME,COUNTY,TOWN,API WELL NUMBER,WELL NAME,WELL STATUS CODE,WELL TYPE CODE,SURFACE LONGITUDE,SURFACE LATITUDE,VERIFIED LOCATION,REGION,Location 1
"4360 Walden Avenue, LLC",Erie,Lancaster,31029604660000,Long 1,NR,GD,-78.60982,42.92599,NO,9,"{'longitude': '-78.60982', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Lancaster"",""state"":""NY"",""zip"":""""}', 'latitude': '42.92599'}"
Acme Drilling,Steuben,Troupsburg,31101001590000,Dearman 1,UM,DW,-77.51408,42.01934,NO,8,"{'longitude': '-77.51408', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Troupsburg"",""state"":""NY"",""zip"":""""}', 'latitude': '42.01934'}"
"Adams, E.H. et al",Schuyler,Hector,31097005440000,Collins 1,UM,DW,-76.87313,42.52099,NO,8,"{'longitude': '-76.87313', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Hector"",""state"":""NY"",""zip"":""""}', 'latitude': '42.52099'}"
"Adams, E.H. et al",Seneca,Junius,31099022520000,Weckerline 1,UM,GD,-76.95505,42.96357,NO,8,"{'longitude': '-76.95505', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Junius"",""state"":""NY"",""zip"":""""}', 'latitude': '42.96357'}"
Advance Oil & Gas,Chautauqua,Pomfret,31013021170000,Maxtoxi Walter,UN,NL,-79.32698,42.406,NO,9,"{'longitude': '-79.32698', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Pomfret"",""state"":""NY"",""zip"":""""}', 'latitude': '42.406'}"
Advance Oil & Gas,Chautauqua,Pomfret,31013021200000,Roman Rzescewicz 1,UN,NL,-79.33476,42.40572,NO,9,"{'longitude': '-79.33476', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Pomfret"",""state"":""NY"",""zip"":""""}', 'latitude': '42.40572'}"
Advance Oil & Gas,Chautauqua,Dunkirk,31013019400000,Seybold L 1,UN,GD,-79.3151,42.45949,NO,9,"{'longitude': '-79.3151', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Dunkirk"",""state"":""NY"",""zip"":""""}', 'latitude': '42.45949'}"
Akron Natural Gas,Erie,Alden,31029030370000,Andrew Ignatz Benzel,UN,GD,-78.55539,42.87409,NO,9,"{'longitude': '-78.55539', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Alden"",""state"":""NY"",""zip"":""""}', 'latitude': '42.87409'}"
Akron Natural Gas,Erie,Alden,31029030260000,Dutwiler J,UN,GD,-78.56998,42.94643,NO,9,"{'longitude': '-78.56998', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Alden"",""state"":""NY"",""zip"":""""}', 'latitude': '42.94643'}"
Akron Natural Gas,Genesee,Pembroke,31037029260000,Flint 2,UL,GD,-78.43959,42.98309,NO,8,"{'longitude': '-78.43959', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Pembroke"",""state"":""NY"",""zip"":""""}', 'latitude': '42.98309'}"
Akron Natural Gas,Erie,Alden,31029030310000,Fox Albert Dittman 1,UN,GD,-78.56512,42.86832,NO,9,"{'longitude': '-78.56512', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Alden"",""state"":""NY"",""zip"":""""}', 'latitude': '42.86832'}"
Akron Natural Gas,Erie,Alden,31029030340000,Henskin Emil 3,UN,GD,-78.56663,42.87396,NO,9,"{'longitude': '-78.56663', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Alden"",""state"":""NY"",""zip"":""""}', 'latitude': '42.87396'}"
Akron Natural Gas,Erie,Marilla,31029031540000,High L C Hoppe,UN,GD,-78.57653,42.86406,NO,9,"{'longitude': '-78.57653', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Marilla"",""state"":""NY"",""zip"":""""}', 'latitude': '42.86406'}"
Akron Natural Gas,Erie,Marilla,31029031550000,Hoppe Christiana,UN,GD,-78.57155,42.8642,NO,9,"{'longitude': '-78.57155', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Marilla"",""state"":""NY"",""zip"":""""}', 'latitude': '42.8642'}"
Akron Natural Gas,Genesee,Pembroke,31037029280000,Kennedy,UM,GD,-78.37979,42.96018,NO,8,"{'longitude': '-78.37979', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Pembroke"",""state"":""NY"",""zip"":""""}', 'latitude': '42.96018'}"
Akron Natural Gas,Erie,Alden,31029030400000,Kidder F,UN,GD,-78.56551,42.8851,NO,9,"{'longitude': '-78.56551', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Alden"",""state"":""NY"",""zip"":""""}', 'latitude': '42.8851'}"
Akron Natural Gas,Erie,Alden,31029030440000,Larkin S A 1,UN,GD,-78.54682,42.87465,NO,9,"{'longitude': '-78.54682', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Alden"",""state"":""NY"",""zip"":""""}', 'latitude': '42.87465'}"
Akron Natural Gas,Erie,Alden,31029030450000,Larkins W J Robt Hausle,UN,GD,-78.55392,42.87148,NO,9,"{'longitude': '-78.55392', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Alden"",""state"":""NY"",""zip"":""""}', 'latitude': '42.87148'}"
Akron Natural Gas,Erie,Alden,31029030490000,Martin Lena Hansel,UN,GD,-78.54793,42.9159,NO,9,"{'longitude': '-78.54793', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Alden"",""state"":""NY"",""zip"":""""}', 'latitude': '42.9159'}"
Akron Natural Gas,Erie,Alden,31029030700000,Waldo Ernest Delzer,UN,GD,-78.49994,42.9456,NO,9,"{'longitude': '-78.49994', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Alden"",""state"":""NY"",""zip"":""""}', 'latitude': '42.9456'}"
Akron Natural Gas,Erie,Alden,31029030710000,Waldo G Smith,UN,GD,-78.49058,42.94519,NO,9,"{'longitude': '-78.49058', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Alden"",""state"":""NY"",""zip"":""""}', 'latitude': '42.94519'}"
Albee,Madison,Madison,31053045100000,Albee V 1,UN,GW,-75.49455,42.83794,NO,7,"{'longitude': '-75.49455', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Madison"",""state"":""NY"",""zip"":""""}', 'latitude': '42.83794'}"
Alden Batavia Natural Gas Co.,Genesee,Darien,31037030910000,Allen 1,UM,GD,-78.43959,42.94059,NO,8,"{'longitude': '-78.43959', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Darien"",""state"":""NY"",""zip"":""""}', 'latitude': '42.94059'}"
Alden Batavia Natural Gas Co.,Erie,Alden,31029030140000,Ballers P,UN,GD,-78.57373,42.90944,NO,9,"{'longitude': '-78.57373', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Alden"",""state"":""NY"",""zip"":""""}', 'latitude': '42.90944'}"
Alden Batavia Natural Gas Co.,Genesee,Bethany,31037021600000,Beaver 1,UL,DW,-78.17719,42.89491,NO,8,"{'longitude': '-78.17719', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Bethany"",""state"":""NY"",""zip"":""""}', 'latitude': '42.89491'}"
Alden Batavia Natural Gas Co.,Genesee,Darien,31037030930000,Bennet,UM,GD,-78.43847,42.94718,NO,8,"{'longitude': '-78.43847', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Darien"",""state"":""NY"",""zip"":""""}', 'latitude': '42.94718'}"
Alden Batavia Natural Gas Co.,Genesee,Bethany,31037021630000,Berhemier,UM,DH,-78.09764,42.89528,NO,8,"{'longitude': '-78.09764', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Bethany"",""state"":""NY"",""zip"":""""}', 'latitude': '42.89528'}"
Alden Batavia Natural Gas Co.,Erie,Alden,31029030150000,Bohner H Nelson Barrett,UN,GD,-78.53264,42.9126,NO,9,"{'longitude': '-78.53264', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Alden"",""state"":""NY"",""zip"":""""}', 'latitude': '42.9126'}"
Alden Batavia Natural Gas Co.,Erie,Alden,31029030180000,Bohner M,UN,GD,-78.52779,42.90682,NO,9,"{'longitude': '-78.52779', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Alden"",""state"":""NY"",""zip"":""""}', 'latitude': '42.90682'}"
Alden Batavia Natural Gas Co.,Genesee,Darien,31037030940000,Bordwell,UM,GD,-78.43922,42.93401,NO,8,"{'longitude': '-78.43922', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Darien"",""state"":""NY"",""zip"":""""}', 'latitude': '42.93401'}"
Alden Batavia Natural Gas Co.,Genesee,Bethany,31037042680000,Burke,UM,GD,-78.0898,42.87859,NO,8,"{'longitude': '-78.0898', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Bethany"",""state"":""NY"",""zip"":""""}', 'latitude': '42.87859'}"
Alden Batavia Natural Gas Co.,Genesee,Bethany,31037021640000,Christner 1,UM,GD,-78.07783,42.89533,NO,8,"{'longitude': '-78.07783', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Bethany"",""state"":""NY"",""zip"":""""}', 'latitude': '42.89533'}"
Alden Batavia Natural Gas Co.,Genesee,Pavilion,31037029080000,Cook,UM,GD,-78.03373,42.89066,NO,8,"{'longitude': '-78.03373', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Pavilion"",""state"":""NY"",""zip"":""""}', 'latitude': '42.89066'}"
Alden Batavia Natural Gas Co.,Erie,Alden,31029030230000,Cook Joseph,UN,GD,-78.56402,42.9005,NO,9,"{'longitude': '-78.56402', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Alden"",""state"":""NY"",""zip"":""""}', 'latitude': '42.9005'}"
Alden Batavia Natural Gas Co.,Livingston,York,31051022070000,Gilmore 1,UM,DW,-77.86427,42.87377,NO,8,"{'longitude': '-77.86427', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""York"",""state"":""NY"",""zip"":""""}', 'latitude': '42.87377'}"
Alden Batavia Natural Gas Co.,Wyoming,Attica,31121009440000,Gore Elon Glore,UN,GD,-78.21623,42.86667,NO,9,"{'longitude': '-78.21623', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Attica"",""state"":""NY"",""zip"":""""}', 'latitude': '42.86667'}"
Alden Batavia Natural Gas Co.,Wyoming,Covington,31121030890000,Hutchison R 1,UN,GD,-78.02588,42.85979,NO,9,"{'longitude': '-78.02588', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Covington"",""state"":""NY"",""zip"":""""}', 'latitude': '42.85979'}"
Alden Batavia Natural Gas Co.,Wyoming,Covington,31121030900000,Hutchison R 2,UN,GD,-78.02065,42.8587,NO,9,"{'longitude': '-78.02065', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Covington"",""state"":""NY"",""zip"":""""}', 'latitude': '42.8587'}"
Alden Batavia Natural Gas Co.,Genesee,Pavilion,31037018420000,Johnson 1,UL,GD,-77.95905,42.87961,NO,8,"{'longitude': '-77.95905', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Pavilion"",""state"":""NY"",""zip"":""""}', 'latitude': '42.87961'}"
Alden Batavia Natural Gas Co.,Erie,Alden,31029030390000,Keefer,UN,GD,-78.56887,42.90229,NO,9,"{'longitude': '-78.56887', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Alden"",""state"":""NY"",""zip"":""""}', 'latitude': '42.90229'}"
Alden Batavia Natural Gas Co.,Genesee,Alexander,31037029020000,Kelsey 1,UM,DW,-78.19556,42.90105,NO,8,"{'longitude': '-78.19556', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Alexander"",""state"":""NY"",""zip"":""""}', 'latitude': '42.90105'}"
Alden Batavia Natural Gas Co.,Erie,Alden,31029030410000,Kieffer Henry J Brauza,UN,GD,-78.5726,42.90256,NO,9,"{'longitude': '-78.5726', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Alden"",""state"":""NY"",""zip"":""""}', 'latitude': '42.90256'}"
Alden Batavia Natural Gas Co.,Erie,Alden,31029030220000,Kocher Rose Cook,UN,GD,-78.53395,42.90449,NO,9,"{'longitude': '-78.53395', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Alden"",""state"":""NY"",""zip"":""""}', 'latitude': '42.90449'}"
Alden Batavia Natural Gas Co.,Wyoming,Orangeville,31121022790000,Lacy James 1,UN,GD,,,NO,9,"{'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Orangeville"",""state"":""NY"",""zip"":""""}'}"
Alden Batavia Natural Gas Co.,Wyoming,Middlebury,31121022800000,Lacy John James 3,UN,GD,-78.08997,42.86667,NO,9,"{'longitude': '-78.08997', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Middlebury"",""state"":""NY"",""zip"":""""}', 'latitude': '42.86667'}"
Alden Batavia Natural Gas Co.,Genesee,Pavilion,31037029110000,Lord,UL,GD,-78.04588,42.89667,NO,8,"{'longitude': '-78.04588', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Pavilion"",""state"":""NY"",""zip"":""""}', 'latitude': '42.89667'}"
Alden Batavia Natural Gas Co.,Wyoming,Middlebury,31121031590000,Mooney William,UN,GD,,,NO,9,"{'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Middlebury"",""state"":""NY"",""zip"":""""}'}"
Alden Batavia Natural Gas Co.,Wyoming,Covington,31121018430000,Murphy J B 1,UN,GD,-77.96106,42.86199,NO,9,"{'longitude': '-77.96106', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Covington"",""state"":""NY"",""zip"":""""}', 'latitude': '42.86199'}"
Alden Batavia Natural Gas Co.,Genesee,Alexander,31037006530000,Newton 1,UM,DW,-78.24731,42.88902,NO,8,"{'longitude': '-78.24731', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Alexander"",""state"":""NY"",""zip"":""""}', 'latitude': '42.88902'}"
Alden Batavia Natural Gas Co.,Erie,Alden,31029030510000,Nobel Nuwer,UN,GD,-78.56141,42.91508,NO,9,"{'longitude': '-78.56141', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Alden"",""state"":""NY"",""zip"":""""}', 'latitude': '42.91508'}"
Alden Batavia Natural Gas Co.,Erie,Alden,31029030160000,Olds Joseph G,UN,GD,-78.54326,42.91136,NO,9,"{'longitude': '-78.54326', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Alden"",""state"":""NY"",""zip"":""""}', 'latitude': '42.91136'}"
Alden Batavia Natural Gas Co.,Erie,Alden,31029030550000,Parks W H and L Krieb,UN,GD,-78.56028,42.90311,NO,9,"{'longitude': '-78.56028', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Alden"",""state"":""NY"",""zip"":""""}', 'latitude': '42.90311'}"
Alden Batavia Natural Gas Co.,Genesee,Bethany,31037002780000,Partridge 1,UM,GD,-78.0755,42.88655,NO,8,"{'longitude': '-78.0755', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Bethany"",""state"":""NY"",""zip"":""""}', 'latitude': '42.88655'}"
Alden Batavia Natural Gas Co.,Genesee,Bethany,31037021670000,Partridge 2,UM,GD,-78.08868,42.88682,NO,8,"{'longitude': '-78.08868', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Bethany"",""state"":""NY"",""zip"":""""}', 'latitude': '42.88682'}"
Alden Batavia Natural Gas Co.,Genesee,Bethany,31037021680000,Pearson,UL,GD,-78.076758,42.904553,NO,8,"{'longitude': '-78.076758', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Bethany"",""state"":""NY"",""zip"":""""}', 'latitude': '42.904553'}"
Alden Batavia Natural Gas Co.,Genesee,Pavilion,31037029120000,Pearson,UM,GD,-78.07206,42.91109,NO,8,"{'longitude': '-78.07206', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Pavilion"",""state"":""NY"",""zip"":""""}', 'latitude': '42.91109'}"
Alden Batavia Natural Gas Co.,Genesee,Pavilion,31037029130000,Phillips,UM,GD,-78.06084,42.89519,NO,8,"{'longitude': '-78.06084', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Pavilion"",""state"":""NY"",""zip"":""""}', 'latitude': '42.89519'}"
Alden Batavia Natural Gas Co.,Genesee,Pavilion,31037029140000,Phillips,UM,GD,-78.06065,42.88655,NO,8,"{'longitude': '-78.06065', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Pavilion"",""state"":""NY"",""zip"":""""}', 'latitude': '42.88655'}"
Alden Batavia Natural Gas Co.,Erie,Alden,31029030570000,Reiner Phillip,UN,GD,-78.56589,42.90724,NO,9,"{'longitude': '-78.56589', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Alden"",""state"":""NY"",""zip"":""""}', 'latitude': '42.90724'}"
Alden Batavia Natural Gas Co.,Genesee,Pavilion,31037029150000,Rogers,UM,GD,-78.05467,42.90027,NO,8,"{'longitude': '-78.05467', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Pavilion"",""state"":""NY"",""zip"":""""}', 'latitude': '42.90027'}"
Alden Batavia Natural Gas Co.,Genesee,Pavilion,31037021880000,Rogers,UM,DH,-78.0528,42.90452,NO,8,"{'longitude': '-78.0528', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Pavilion"",""state"":""NY"",""zip"":""""}', 'latitude': '42.90452'}"
Alden Batavia Natural Gas Co.,Genesee,Pavilion,31037029190000,Sheppard,UL,GD,-78.06367,42.88299,NO,8,"{'longitude': '-78.06367', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Pavilion"",""state"":""NY"",""zip"":""""}', 'latitude': '42.88299'}"
Alden Batavia Natural Gas Co.,Genesee,Pavilion,31037021900000,Smead 2,UL,GD,-78.07144,42.9005,NO,8,"{'longitude': '-78.07144', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Pavilion"",""state"":""NY"",""zip"":""""}', 'latitude': '42.9005'}"
Alden Batavia Natural Gas Co.,Erie,Alden,31029030670000,Uebelhoff J,UN,GD,-78.53189,42.90077,NO,9,"{'longitude': '-78.53189', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Alden"",""state"":""NY"",""zip"":""""}', 'latitude': '42.90077'}"
Alden Batavia Natural Gas Co.,Genesee,Bethany,31037029050000,Wakefield 1,UM,GD,-78.08381,42.88161,NO,8,"{'longitude': '-78.08381', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Bethany"",""state"":""NY"",""zip"":""""}', 'latitude': '42.88161'}"
Alden Batavia Natural Gas Co.,Erie,Alden,31029030720000,Walters & Gondek,UN,GD,-78.54941,42.90848,NO,9,"{'longitude': '-78.54941', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Alden"",""state"":""NY"",""zip"":""""}', 'latitude': '42.90848'}"
Alden Batavia Natural Gas Co.,Genesee,Darien,31037031030000,Weber,UM,DW,-78.38838,42.92509,NO,8,"{'longitude': '-78.38838', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Darien"",""state"":""NY"",""zip"":""""}', 'latitude': '42.92509'}"
Alden Batavia Natural Gas Co.,Wyoming,Middlebury,31121031600000,Webster,UN,GD,-78.10584,42.85045,NO,9,"{'longitude': '-78.10584', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Middlebury"",""state"":""NY"",""zip"":""""}', 'latitude': '42.85045'}"
Alden Batavia Natural Gas Co.,Erie,Alden,31029030740000,Whartz Estate & Przybylc,UN,GD,-78.55353,42.90806,NO,9,"{'longitude': '-78.55353', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Alden"",""state"":""NY"",""zip"":""""}', 'latitude': '42.90806'}"
Alden Batavia Natural Gas Co.,Genesee,Darien,31037031040000,Whitman,UM,GD,-78.44593,42.92893,NO,8,"{'longitude': '-78.44593', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Darien"",""state"":""NY"",""zip"":""""}', 'latitude': '42.92893'}"
Alden Batavia Natural Gas Co.,Livingston,York,31051006790000,Whitney 1,UM,GD,-77.93396,42.87754,NO,8,"{'longitude': '-77.93396', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""York"",""state"":""NY"",""zip"":""""}', 'latitude': '42.87754'}"
Alden Batavia Natural Gas Co.,Genesee,Pavilion,31037021950000,Wilson 2,UL,GD,-78.04132,42.88953,NO,8,"{'longitude': '-78.04132', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Pavilion"",""state"":""NY"",""zip"":""""}', 'latitude': '42.88953'}"
Alden Batavia Natural Gas Co.,Genesee,Pavilion,31037029230000,Wilson-Burns 2,UM,GD,-78.04212,42.88545,NO,8,"{'longitude': '-78.04212', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Pavilion"",""state"":""NY"",""zip"":""""}', 'latitude': '42.88545'}"
Allegany Gas,Steuben,Erwin,31101001100000,Landers 1,UM,DW,-77.18224,42.13368,NO,8,"{'longitude': '-77.18224', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Erwin"",""state"":""NY"",""zip"":""""}', 'latitude': '42.13368'}"
Allegany Gas,Steuben,Erwin,31101003190000,Troy 1,UM,DW,-77.18566,42.14137,NO,8,"{'longitude': '-77.18566', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Erwin"",""state"":""NY"",""zip"":""""}', 'latitude': '42.14137'}"
Allegany Oil,Schuyler,Reading,31097005370000,Kress 1,UM,DW,-76.91035,42.45014,NO,8,"{'longitude': '-76.91035', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Reading"",""state"":""NY"",""zip"":""""}', 'latitude': '42.45014'}"
Allegany Producing,Steuben,Troupsburg,31101038970000,White 1,UN,DW,-77.60038,42.09698,NO,8,"{'longitude': '-77.60038', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Troupsburg"",""state"":""NY"",""zip"":""""}', 'latitude': '42.09698'}"
"Allegro Oil & Gas, Inc.",Allegany,Genesee,31003696420000,Krampf 864(G),UN,OD,-78.19197,42.07509,NO,9,"{'longitude': '-78.19197', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.07509'}"
Alpine Oil & Gas,Steuben,Canisteo,31101026080000,Rollins 1,UL,DW,-77.616449,42.213216,YES,8,"{'longitude': '-77.616449', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Canisteo"",""state"":""NY"",""zip"":""""}', 'latitude': '42.213216'}"
"Alvord, E.B.",Cayuga,Ledyard,31011010500000,Aurora 1,UN,SG,-76.70437,42.75351,NO,7,"{'longitude': '-76.70437', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Ledyard"",""state"":""NY"",""zip"":""""}', 'latitude': '42.75351'}"
Amsterdam Gas & Oil,Montgomery,Palatine,31057008430000,Nellis Benjamin S 1,UN,DW,-74.55172,42.97766,NO,4,"{'longitude': '-74.55172', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Palatine"",""state"":""NY"",""zip"":""""}', 'latitude': '42.97766'}"
Andrews,Yates,Milo,31123008320000,Andrews,UM,DW,-77.06255,42.6511,NO,8,"{'longitude': '-77.06255', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Milo"",""state"":""NY"",""zip"":""""}', 'latitude': '42.6511'}"
Appalachian Development,Chemung,Veteran,31015005970000,May 1,UN,DW,-76.82434,42.23128,NO,8,"{'longitude': '-76.82434', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Veteran"",""state"":""NY"",""zip"":""""}', 'latitude': '42.23128'}"
Appalachian Development,Steuben,Greenwood,31101001150000,Armstong 1,UM,DW,-77.64707,42.13532,NO,8,"{'longitude': '-77.64707', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Greenwood"",""state"":""NY"",""zip"":""""}', 'latitude': '42.13532'}"
Appalachian Development,Steuben,Hartsville,31101026150000,Atherton 1,UL,DW,-77.70291,42.23775,NO,8,"{'longitude': '-77.70291', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Hartsville"",""state"":""NY"",""zip"":""""}', 'latitude': '42.23775'}"
Appalachian Development,Chemung,Veteran,31015005950000,Beebe 1,UN,DW,-76.78626,42.22757,NO,8,"{'longitude': '-76.78626', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Veteran"",""state"":""NY"",""zip"":""""}', 'latitude': '42.22757'}"
Appalachian Development,Chemung,Veteran,31015005960000,Beebe 2,UN,DW,-76.79052,42.23059,NO,8,"{'longitude': '-76.79052', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Veteran"",""state"":""NY"",""zip"":""""}', 'latitude': '42.23059'}"
Appalachian Development,Tompkins,Lansing,31109005140000,Bower Emma,UN,DH,-76.48467,42.53484,NO,7,"{'longitude': '-76.48467', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Lansing"",""state"":""NY"",""zip"":""""}', 'latitude': '42.53484'}"
Appalachian Development,Steuben,Bath,31101000750000,Donaldson 1,UM,DW,-77.28781,42.30075,NO,8,"{'longitude': '-77.28781', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Bath"",""state"":""NY"",""zip"":""""}', 'latitude': '42.30075'}"
Appalachian Development,Chemung,Veteran,31015005980000,Earle,UN,DW,-76.82471,42.22785,NO,8,"{'longitude': '-76.82471', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Veteran"",""state"":""NY"",""zip"":""""}', 'latitude': '42.22785'}"
Appalachian Development,Steuben,Hornellsville,31101000420000,Falzarano 1,UM,DW,-77.6858,42.30117,NO,8,"{'longitude': '-77.6858', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Hornellsville"",""state"":""NY"",""zip"":""""}', 'latitude': '42.30117'}"
Appalachian Development,Steuben,Bath,31101000780000,Faucett 1,UM,DW,-77.23409,42.31008,NO,8,"{'longitude': '-77.23409', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Bath"",""state"":""NY"",""zip"":""""}', 'latitude': '42.31008'}"
Appalachian Development,Steuben,Bath,31101000450000,Faucett 1,UL,DW,-77.22566,42.31262,NO,8,"{'longitude': '-77.22566', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Bath"",""state"":""NY"",""zip"":""""}', 'latitude': '42.31262'}"
Appalachian Development,Chautauqua,Portland,31013002550000,Howell Warren S 1,UN,GD,-79.46129,42.3994,NO,9,"{'longitude': '-79.46129', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Portland"",""state"":""NY"",""zip"":""""}', 'latitude': '42.3994'}"
Appalachian Development,Steuben,Jasper,31101000400000,Quick 1,UM,DW,-77.61111,42.18258,NO,8,"{'longitude': '-77.61111', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Jasper"",""state"":""NY"",""zip"":""""}', 'latitude': '42.18258'}"
Appalachian Development,Steuben,Bath,31101000740000,Schmiedecker 1,UM,DW,-77.3397,42.34294,NO,8,"{'longitude': '-77.3397', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Bath"",""state"":""NY"",""zip"":""""}', 'latitude': '42.34294'}"
Appalachian Development,Steuben,Bath,31101000910000,State of NY 10-A 1,UM,DW,-77.20042,42.31804,NO,8,"{'longitude': '-77.20042', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Bath"",""state"":""NY"",""zip"":""""}', 'latitude': '42.31804'}"
