COMPANY NAME,COUNTY,TOWN,API WELL NUMBER,WELL NAME,WELL STATUS CODE,WELL TYPE CODE,SURFACE LONGITUDE,SURFACE LATITUDE,VERIFIED LOCATION,REGION,Location 1
"Conkling, Robert A.",Allegany,Bolivar,31003518730000,Kansas Property 3,UN,OD,-78.12368,42.02839,NO,9,"{'longitude': '-78.12368', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Bolivar"",""state"":""NY"",""zip"":""""}', 'latitude': '42.02839'}"
"Conrad, B.W.",Cattaraugus,Perrysburg,31009043450000,Fee 1,UN,GD,-78.99189,42.51835,NO,9,"{'longitude': '-78.99189', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Perrysburg"",""state"":""NY"",""zip"":""""}', 'latitude': '42.51835'}"
"Cook, Mary Scott",Allegany,Alma,31003606200000,Cook Fee 1,UN,OD,-78.05878,42.01108,NO,9,"{'longitude': '-78.05878', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Alma"",""state"":""NY"",""zip"":""""}', 'latitude': '42.01108'}"
"Cook, Mary Scott",Allegany,Alma,31003606210000,Cook Fee 2,UN,OD,-78.05927,42.00969,NO,9,"{'longitude': '-78.05927', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Alma"",""state"":""NY"",""zip"":""""}', 'latitude': '42.00969'}"
"Cope, Walter E.",Chautauqua,Sheridan,31013132320000,Cope-Brisky Fee 1,UN,GD,-79.27704,42.45303,NO,9,"{'longitude': '-79.27704', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Sheridan"",""state"":""NY"",""zip"":""""}', 'latitude': '42.45303'}"
Corning Fuel & Heating,Steuben,Campbell,31101000630000,Conover 1,UM,DW,-77.10705,42.20318,NO,8,"{'longitude': '-77.10705', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Campbell"",""state"":""NY"",""zip"":""""}', 'latitude': '42.20318'}"
Corning Fuel & Heating,Steuben,Corning,31101009630000,Unnamed,UM,DW,,,NO,8,"{'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Corning"",""state"":""NY"",""zip"":""""}'}"
Corona Typewriter,Cayuga,Locke,31011005060000,Unknown,UN,DW,-76.39176,42.62723,NO,7,"{'longitude': '-76.39176', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Locke"",""state"":""NY"",""zip"":""""}', 'latitude': '42.62723'}"
"Cotton, Lou et al",Cattaraugus,Portville,31009041280000,Linn 1,UN,GW,-78.34413,42.04296,NO,9,"{'longitude': '-78.34413', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Portville"",""state"":""NY"",""zip"":""""}', 'latitude': '42.04296'}"
Crandall Oil Company,Oneida,Trenton,31065033040000,Randall 1,UN,DW,-75.20635,43.30295,NO,6,"{'longitude': '-75.20635', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Trenton"",""state"":""NY"",""zip"":""""}', 'latitude': '43.30295'}"
Crandall Oil Company,Oneida,Remsen,31065022930000,Strappe Andrew,UN,DW,-75.1871,43.38272,NO,6,"{'longitude': '-75.1871', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Remsen"",""state"":""NY"",""zip"":""""}', 'latitude': '43.38272'}"
"Cranston, H.H.",Genesee,Pavilion,31037048050000,Aiken 1,UM,GD,-77.99435,42.94574,NO,8,"{'longitude': '-77.99435', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Pavilion"",""state"":""NY"",""zip"":""""}', 'latitude': '42.94574'}"
"Cranston, H.H.",Genesee,Pavilion,31037042050000,Drilling 1,UL,DH,-77.99464,42.91024,NO,8,"{'longitude': '-77.99464', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Pavilion"",""state"":""NY"",""zip"":""""}', 'latitude': '42.91024'}"
"Crist, George",Allegany,Scio,31003666760000,Crist 1,NR,OD,-78.01818,42.10637,NO,9,"{'longitude': '-78.01818', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Scio"",""state"":""NY"",""zip"":""""}', 'latitude': '42.10637'}"
"Crist, George",Allegany,Scio,31003666770000,Crist 2,NR,OD,-78.01781,42.10582,NO,9,"{'longitude': '-78.01781', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Scio"",""state"":""NY"",""zip"":""""}', 'latitude': '42.10582'}"
"Crooks, John C",Allegany,Genesee,31003663860000,Benson & Briggs 1,NR,OD,-78.22404,42.08378,NO,9,"{'longitude': '-78.22404', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.08378'}"
"Crooks, John C",Allegany,Genesee,31003663950000,Benson & Briggs 10,NR,OD,-78.22371,42.08285,NO,9,"{'longitude': '-78.22371', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.08285'}"
"Crooks, John C",Allegany,Genesee,31003663960000,Benson & Briggs 11,NR,OD,-78.22423,42.0823,NO,9,"{'longitude': '-78.22423', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.0823'}"
"Crooks, John C",Allegany,Genesee,31003663970000,Benson & Briggs 12,NR,OD,-78.22367,42.08198,NO,9,"{'longitude': '-78.22367', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.08198'}"
"Crooks, John C",Allegany,Genesee,31003663870000,Benson & Briggs 2,NR,OD,-78.22375,42.08417,NO,9,"{'longitude': '-78.22375', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.08417'}"
"Crooks, John C",Allegany,Genesee,31003663880000,Benson & Briggs 3,NR,OD,-78.22441,42.08392,NO,9,"{'longitude': '-78.22441', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.08392'}"
"Crooks, John C",Allegany,Genesee,31003663890000,Benson & Briggs 4,NR,OD,-78.22426,42.08433,NO,9,"{'longitude': '-78.22426', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.08433'}"
"Crooks, John C",Allegany,Genesee,31003663900000,Benson & Briggs 5,NR,OD,-78.22415,42.08483,NO,9,"{'longitude': '-78.22415', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.08483'}"
"Crooks, John C",Allegany,Genesee,31003663910000,Benson & Briggs 6,NR,OD,-78.2243,42.08497,NO,9,"{'longitude': '-78.2243', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.08497'}"
"Crooks, John C",Allegany,Genesee,31003663920000,Benson & Briggs 7,NR,OD,-78.22382,42.08359,NO,9,"{'longitude': '-78.22382', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.08359'}"
"Crooks, John C",Allegany,Genesee,31003663930000,Benson & Briggs 8,NR,OD,-78.22441,42.08326,NO,9,"{'longitude': '-78.22441', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.08326'}"
"Crooks, John C",Allegany,Genesee,31003663940000,Benson & Briggs 9,NR,OD,-78.2243,42.08299,NO,9,"{'longitude': '-78.2243', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.08299'}"
"Crooks, John C",Allegany,Genesee,31003663420000,Childs 1,NR,OD,-78.22391,42.08153,NO,9,"{'longitude': '-78.22391', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.08153'}"
"Crooks, John C",Allegany,Genesee,31003663510000,Childs 10,NR,OD,-78.22072,42.08037,NO,9,"{'longitude': '-78.22072', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.08037'}"
"Crooks, John C",Allegany,Genesee,31003663520000,Childs 11,NR,OD,-78.22109,42.08029,NO,9,"{'longitude': '-78.22109', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.08029'}"
"Crooks, John C",Allegany,Genesee,31003663530000,Childs 12,NR,OD,-78.22183,42.08051,NO,9,"{'longitude': '-78.22183', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.08051'}"
"Crooks, John C",Allegany,Genesee,31003663540000,Childs 13,NR,OD,-78.2222,42.08043,NO,9,"{'longitude': '-78.2222', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.08043'}"
"Crooks, John C",Allegany,Genesee,31003663550000,Childs 14,NR,OD,-78.22293,42.08048,NO,9,"{'longitude': '-78.22293', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.08048'}"
"Crooks, John C",Allegany,Genesee,31003663560000,Childs 15,NR,OD,-78.22397,42.07927,NO,9,"{'longitude': '-78.22397', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.07927'}"
"Crooks, John C",Allegany,Genesee,31003663570000,Childs 16,NR,OD,-78.22268,42.0793,NO,9,"{'longitude': '-78.22268', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.0793'}"
"Crooks, John C",Allegany,Genesee,31003663580000,Childs 17,NR,OD,-78.22186,42.07955,NO,9,"{'longitude': '-78.22186', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.07955'}"
"Crooks, John C",Allegany,Genesee,31003663590000,Childs 18,NR,OD,-78.22035,42.0796,NO,9,"{'longitude': '-78.22035', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.0796'}"
"Crooks, John C",Allegany,Genesee,31003663600000,Childs 19,NR,OD,-78.2205,42.07927,NO,9,"{'longitude': '-78.2205', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.07927'}"
"Crooks, John C",Allegany,Genesee,31003663430000,Childs 2,NR,OD,-78.22356,42.08172,NO,9,"{'longitude': '-78.22356', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.08172'}"
"Crooks, John C",Allegany,Genesee,31003663610000,Childs 20,NR,OD,-78.22091,42.07905,NO,9,"{'longitude': '-78.22091', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.07905'}"
"Crooks, John C",Allegany,Genesee,31003663620000,Childs 21,NR,OD,-78.22168,42.07872,NO,9,"{'longitude': '-78.22168', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.07872'}"
"Crooks, John C",Allegany,Genesee,31003663630000,Childs 22,NR,OD,-78.22035,42.07856,NO,9,"{'longitude': '-78.22035', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.07856'}"
"Crooks, John C",Allegany,Genesee,31003663640000,Childs 23,NR,OD,-78.22079,42.07845,NO,9,"{'longitude': '-78.22079', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.07845'}"
"Crooks, John C",Allegany,Genesee,31003663650000,Childs 24,NR,OD,-78.22083,42.07817,NO,9,"{'longitude': '-78.22083', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.07817'}"
"Crooks, John C",Allegany,Genesee,31003663660000,Childs 25,NR,OD,-78.22076,42.07776,NO,9,"{'longitude': '-78.22076', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.07776'}"
"Crooks, John C",Allegany,Genesee,31003663670000,Childs 26,NR,OD,-78.22028,42.07762,NO,9,"{'longitude': '-78.22028', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.07762'}"
"Crooks, John C",Allegany,Genesee,31003663680000,Childs 27,NR,OD,-78.22087,42.07743,NO,9,"{'longitude': '-78.22087', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.07743'}"
"Crooks, John C",Allegany,Genesee,31003663690000,Childs 28,NR,OD,-78.22146,42.07699,NO,9,"{'longitude': '-78.22146', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.07699'}"
"Crooks, John C",Allegany,Genesee,31003663700000,Childs 29,NR,OD,-78.2205,42.07597,NO,9,"{'longitude': '-78.2205', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.07597'}"
"Crooks, John C",Allegany,Genesee,31003663440000,Childs 3,NR,OD,-78.22338,42.08189,NO,9,"{'longitude': '-78.22338', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.08189'}"
"Crooks, John C",Allegany,Genesee,31003663710000,Childs 30,NR,OD,-78.22087,42.07614,NO,9,"{'longitude': '-78.22087', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.07614'}"
"Crooks, John C",Allegany,Genesee,31003663720000,Childs 31,NR,OD,-78.2209,42.07542,NO,9,"{'longitude': '-78.2209', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.07542'}"
"Crooks, John C",Allegany,Genesee,31003663730000,Childs 32,NR,OD,-78.22172,42.07641,NO,9,"{'longitude': '-78.22172', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.07641'}"
"Crooks, John C",Allegany,Genesee,31003663740000,Childs 33,NR,OD,-78.22304,42.07562,NO,9,"{'longitude': '-78.22304', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.07562'}"
"Crooks, John C",Allegany,Genesee,31003663750000,Childs 34,NR,OD,-78.22378,42.07545,NO,9,"{'longitude': '-78.22378', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.07545'}"
"Crooks, John C",Allegany,Genesee,31003663760000,Childs 35,NR,OD,-78.22434,42.07564,NO,9,"{'longitude': '-78.22434', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.07564'}"
"Crooks, John C",Allegany,Genesee,31003663770000,Childs 36,NR,OD,-78.22419,42.07683,NO,9,"{'longitude': '-78.22419', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.07683'}"
"Crooks, John C",Allegany,Genesee,31003663780000,Childs 37,NR,OD,-78.22349,42.0771,NO,9,"{'longitude': '-78.22349', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.0771'}"
"Crooks, John C",Allegany,Genesee,31003663790000,Childs 38,NR,OD,-78.22304,42.07666,NO,9,"{'longitude': '-78.22304', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.07666'}"
"Crooks, John C",Allegany,Genesee,31003663800000,Childs 39,NR,OD,-78.22268,42.07702,NO,9,"{'longitude': '-78.22268', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.07702'}"
"Crooks, John C",Allegany,Genesee,31003663450000,Childs 4,NR,OD,-78.22308,42.08175,NO,9,"{'longitude': '-78.22308', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.08175'}"
"Crooks, John C",Allegany,Genesee,31003663810000,Childs 40,NR,OD,-78.224,42.07787,NO,9,"{'longitude': '-78.224', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.07787'}"
"Crooks, John C",Allegany,Genesee,31003663820000,Childs 41,NR,OD,-78.22411,42.07864,NO,9,"{'longitude': '-78.22411', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.07864'}"
"Crooks, John C",Allegany,Genesee,31003663830000,Childs 42,NR,OD,-78.22423,42.07958,NO,9,"{'longitude': '-78.22423', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.07958'}"
"Crooks, John C",Allegany,Genesee,31003663840000,Childs 43,NR,OD,-78.22109,42.07837,NO,9,"{'longitude': '-78.22109', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.07837'}"
"Crooks, John C",Allegany,Genesee,31003663850000,Childs 44,NR,OD,-78.22245,42.07567,NO,9,"{'longitude': '-78.22245', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.07567'}"
"Crooks, John C",Allegany,Genesee,31003663460000,Childs 5,NR,OD,-78.22253,42.08175,NO,9,"{'longitude': '-78.22253', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.08175'}"
"Crooks, John C",Allegany,Genesee,31003663470000,Childs 6,NR,OD,-78.22164,42.08182,NO,9,"{'longitude': '-78.22164', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.08182'}"
"Crooks, John C",Allegany,Genesee,31003663480000,Childs 7,NR,OD,-78.22087,42.08175,NO,9,"{'longitude': '-78.22087', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.08175'}"
"Crooks, John C",Allegany,Genesee,31003663490000,Childs 8,NR,OD,-78.22006,42.08186,NO,9,"{'longitude': '-78.22006', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.08186'}"
"Crooks, John C",Allegany,Genesee,31003663500000,Childs 9,NR,OD,-78.22035,42.08032,NO,9,"{'longitude': '-78.22035', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Genesee"",""state"":""NY"",""zip"":""""}', 'latitude': '42.08032'}"
"Cross, Merton M.",Cattaraugus,Perrysburg,31009042260000,Cross M 1,UN,GD,-78.98855,42.51959,NO,9,"{'longitude': '-78.98855', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Perrysburg"",""state"":""NY"",""zip"":""""}', 'latitude': '42.51959'}"
Crossmore,Tompkins,Newfield,31109000380000,Crossmore E Y 1,UL,DW,-76.54523,42.35041,NO,7,"{'longitude': '-76.54523', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Newfield"",""state"":""NY"",""zip"":""""}', 'latitude': '42.35041'}"
"Crowell, Walter R.",Chautauqua,Villenova,31013189830000,Crowell 6317,UL,GD,-79.07219,42.38455,NO,9,"{'longitude': '-79.07219', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Villenova"",""state"":""NY"",""zip"":""""}', 'latitude': '42.38455'}"
Crown Oil,Livingston,West Sparta,31051008200000,Northanberg Knappenburg 2,UL,GW,-77.748448,42.594403,YES,8,"{'longitude': '-77.748448', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""West Sparta"",""state"":""NY"",""zip"":""""}', 'latitude': '42.594403'}"
"Crumb, Roger G",Chautauqua,Cherry Creek,31013178170000,Brown 2,NR,GD,-79.14068,42.30823,NO,9,"{'longitude': '-79.14068', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Cherry Creek"",""state"":""NY"",""zip"":""""}', 'latitude': '42.30823'}"
Crystal Oil & Land,Seneca,Waterloo,31099045240000,Pettingill 1,UM,DW,-76.88738,42.9403,NO,8,"{'longitude': '-76.88738', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Waterloo"",""state"":""NY"",""zip"":""""}', 'latitude': '42.9403'}"
"Cunningham, John",Steuben,Woodhull,31101003120000,Holt 1,UN,DW,-77.35442,42.04967,NO,8,"{'longitude': '-77.35442', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Woodhull"",""state"":""NY"",""zip"":""""}', 'latitude': '42.04967'}"
Cylar Oil Co.,Cattaraugus,Allegany,31009604690000,D&D Oil Co. 1,UN,OD,-78.5182,42.10031,NO,9,"{'longitude': '-78.5182', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Allegany"",""state"":""NY"",""zip"":""""}', 'latitude': '42.10031'}"
Cylar Oil Co.,Cattaraugus,Allegany,31009604700000,D&D Oil Co. 2,UN,OD,-78.51893,42.10059,NO,9,"{'longitude': '-78.51893', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Allegany"",""state"":""NY"",""zip"":""""}', 'latitude': '42.10059'}"
Cylar Oil Co.,Cattaraugus,Allegany,31009604710000,D&D Oil Co. 3,UN,OD,-78.51857,42.10141,NO,9,"{'longitude': '-78.51857', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Allegany"",""state"":""NY"",""zip"":""""}', 'latitude': '42.10141'}"
Cylar Oil Co.,Cattaraugus,Allegany,31009604720000,D&D Oil Co. 4,UN,OD,-78.51893,42.10196,NO,9,"{'longitude': '-78.51893', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Allegany"",""state"":""NY"",""zip"":""""}', 'latitude': '42.10196'}"
"D. C. Page Farms, Inc",Genesee,Le Roy,31037204340000,Page 1,NR,GE,-77.95544,42.97678,NO,8,"{'longitude': '-77.95544', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Le Roy"",""state"":""NY"",""zip"":""""}', 'latitude': '42.97678'}"
"D. C. Page Farms, Inc",Genesee,Le Roy,31037204860000,Page 2,NR,GD,-77.96219,42.97689,NO,8,"{'longitude': '-77.96219', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Le Roy"",""state"":""NY"",""zip"":""""}', 'latitude': '42.97689'}"
"D. C. Page Farms, Inc",Genesee,Le Roy,31037204350000,Page 4,NR,GD,-77.96268,42.97176,NO,8,"{'longitude': '-77.96268', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Le Roy"",""state"":""NY"",""zip"":""""}', 'latitude': '42.97176'}"
"Dabolt, Paul",Cattaraugus,Perrysburg,31009039530000,Dabolt Paul 1,UN,GD,-79.03245,42.51821,NO,9,"{'longitude': '-79.03245', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Perrysburg"",""state"":""NY"",""zip"":""""}', 'latitude': '42.51821'}"
"Dankert, C.W.",Cattaraugus,Perrysburg,31009040930000,Fee C W Dankert 1,UN,GD,-78.99515,42.52041,NO,9,"{'longitude': '-78.99515', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Perrysburg"",""state"":""NY"",""zip"":""""}', 'latitude': '42.52041'}"
"Dankert, C.W.",Cattaraugus,Perrysburg,31009041720000,Fee C W Dankert 2,UN,GD,-78.98995,42.51711,NO,9,"{'longitude': '-78.98995', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Perrysburg"",""state"":""NY"",""zip"":""""}', 'latitude': '42.51711'}"
Dansville Oil,Livingston,North Dansville,31051032740000,Dansville Salt Well,UM,BR,-77.67382,42.54472,NO,8,"{'longitude': '-77.67382', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""North Dansville"",""state"":""NY"",""zip"":""""}', 'latitude': '42.54472'}"
Davey - Joans,Oswego,Williamstown,31075043580000,Degraff 1,NR,GW,-75.91928,43.45376,NO,7,"{'longitude': '-75.91928', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Williamstown"",""state"":""NY"",""zip"":""""}', 'latitude': '43.45376'}"
Dawn Oil Co.,Chautauqua,Busti,31013071860000,"Nystrom,P. 1",UL,OD,-79.2479,42.02089,NO,9,"{'longitude': '-79.2479', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Busti"",""state"":""NY"",""zip"":""""}', 'latitude': '42.02089'}"
"Dearth, G. et al",Seneca,Junius,31099009180000,Dadson 1,UM,GD,-76.92159,42.95027,NO,8,"{'longitude': '-76.92159', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Junius"",""state"":""NY"",""zip"":""""}', 'latitude': '42.95027'}"
"Dearth, G. et al",Seneca,Waterloo,31099009160000,Dunham 1,UM,DH,-76.91485,42.94033,NO,8,"{'longitude': '-76.91485', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Waterloo"",""state"":""NY"",""zip"":""""}', 'latitude': '42.94033'}"
"Dearth, G. et al",Schuyler,Montour,31097005330000,Hines 1,UM,DW,-76.81297,42.31475,NO,8,"{'longitude': '-76.81297', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Montour"",""state"":""NY"",""zip"":""""}', 'latitude': '42.31475'}"
"Dearth, G. et al",Seneca,Junius,31099022480000,McGuane 1,UL,GD,-76.92196,42.94519,NO,8,"{'longitude': '-76.92196', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Junius"",""state"":""NY"",""zip"":""""}', 'latitude': '42.94519'}"
"Dearth, G. et al",Seneca,Junius,31099009150000,Ridley 1,UM,GD,-76.92514,42.94328,NO,8,"{'longitude': '-76.92514', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Junius"",""state"":""NY"",""zip"":""""}', 'latitude': '42.94328'}"
"Dearth, G. et al",Seneca,Junius,31099022510000,Tarbush Estate 1,UM,GD,-76.90028,42.95356,NO,8,"{'longitude': '-76.90028', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Junius"",""state"":""NY"",""zip"":""""}', 'latitude': '42.95356'}"
"Dearth, G. et al",Chemung,Veteran,31015005990000,Turner 1,UN,DW,-76.79994,42.22263,NO,8,"{'longitude': '-76.79994', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Veteran"",""state"":""NY"",""zip"":""""}', 'latitude': '42.22263'}"
"Decker, et al",Yates,Barrington,31123006300000,Bellis 1,UM,DW,-77.08339,42.50007,NO,8,"{'longitude': '-77.08339', 'needs_recoding': False, 'human_address': '{""address"":"""",""city"":""Barrington"",""state"":""NY"",""zip"":""""}', 'latitude': '42.50007'}"
