2011 Census Profile - Data quality flags and descriptions - Forward Sortation Areas (FSA)
"Geo_Code","Geo_Name","DQ_Flag (5-digit code)*"
"N3T","N3T","00000"
"N3V","N3V","00000"
"N3W","N3W","00000"
"N3Y","N3Y","00000"
"N4B","N4B","00000"
"N4G","N4G","00000"
"N4K","N4K","00000"
"N4L","N4L","01000"
"N4N","N4N","00000"
"N4S","N4S","00000"
"N4T","N4T","00000"
"N4V","N4V","00000"
"N4W","N4W","00000"
"N4X","N4X","00000"
"N4Z","N4Z","00000"
"N5A","N5A","00000"
"N5C","N5C","00000"
"N5H","N5H","00000"
"N5L","N5L","00000"
"N5P","N5P","00000"
"N5R","N5R","00000"
"N5V","N5V","00000"
"N5W","N5W","00000"
"N5X","N5X","00000"
"N5Y","N5Y","00000"
"N5Z","N5Z","00000"
"N6A","N6A","01000"
"N6B","N6B","01000"
"N6C","N6C","00000"
"N6E","N6E","00000"
"N6G","N6G","00000"
"N6H","N6H","00000"
"N6J","N6J","00000"
"N6K","N6K","00000"
"N6L","N6L","01000"
"N6M","N6M","00000"
"N6N","N6N","00000"
"N6P","N6P","00000"
"N7A","N7A","00000"
"N7G","N7G","00000"
"N7L","N7L","00000"
"N7M","N7M","00000"
"N7S","N7S","00000"
"N7T","N7T","00000"
"N7V","N7V","00000"
"N7W","N7W","00000"
"N7X","N7X","00000"
"N8A","N8A","00000"
"N8H","N8H","00000"
"N8M","N8M","00000"
"N8N","N8N","00000"
"N8P","N8P","00000"
"N8R","N8R","00000"
"N8S","N8S","00000"
"N8T","N8T","00000"
"N8V","N8V","03000"
"N8W","N8W","00000"
"N8X","N8X","00000"
"N8Y","N8Y","00000"
"N9A","N9A","01000"
"N9B","N9B","00000"
"N9C","N9C","00000"
"N9E","N9E","00000"
"N9G","N9G","00000"
"N9H","N9H","00000"
"N9J","N9J","00000"
"N9K","N9K","00000"
"N9V","N9V","00000"
"N9Y","N9Y","00000"
"P0A","P0A","01000"
"P0B","P0B","00000"
"P0C","P0C","01000"
"P0E","P0E","01000"
"P0G","P0G","01000"
"P0H","P0H","00000"
"P0J","P0J","00000"
"P0K","P0K","01000"
"P0L","P0L","01000"
"P0M","P0M","00000"
"P0N","P0N","00000"
"P0P","P0P","01000"
"P0R","P0R","00000"
"P0S","P0S","00000"
"P0T","P0T","01000"
"P0V","P0V","01000"
"P0W","P0W","01000"
"P0X","P0X","02000"
"P0Y","P0Y","00000"
"P1A","P1A","00000"
"P1B","P1B","00000"
"P1C","P1C","00000"
"P1H","P1H","00000"
"P1L","P1L","00000"
"P1P","P1P","00000"
"P2A","P2A","00000"
"P2B","P2B","00000"
"P2N","P2N","00000"
"P3A","P3A","00000"
"P3B","P3B","00000"
"P3C","P3C","01000"
"P3E","P3E","00000"
"P3G","P3G","00000"
"P3L","P3L","00000"
"P3N","P3N","00000"
"P3P","P3P","00000"
"P3Y","P3Y","00000"
"P4N","P4N","00000"
"P4P","P4P","00000"
"P4R","P4R","00000"
"P5A","P5A","00000"
"P5E","P5E","00000"
"P5N","P5N","00000"
"P6A","P6A","00000"
"P6B","P6B","00000"
"P6C","P6C","00000"
"P7A","P7A","00000"
"P7B","P7B","00000"
"P7C","P7C","00000"
"P7E","P7E","00000"
"P7G","P7G","00000"
"P7J","P7J","01000"
"P7K","P7K","00000"
"P7L","P7L","00000"
"P8N","P8N","00000"
"P8T","P8T","00000"
"P9A","P9A","00000"
"P9N","P9N","01000"
"R0A","R0A","00000"
"R0B","R0B","02000"
"R0C","R0C","01000"
"R0E","R0E","00000"
"R0G","R0G","01000"
"R0H","R0H","01000"
"R0J","R0J","01000"
"R0K","R0K","00000"
"R0L","R0L","01000"
"R0M","R0M","01000"
"R1A","R1A","00000"
"R1B","R1B","00000"
"R1N","R1N","00000"
"R2C","R2C","00000"
"R2E","R2E","00000"
"R2G","R2G","00000"
"R2H","R2H","01000"
"R2J","R2J","00000"
"R2K","R2K","00000"
"R2L","R2L","00000"
"R2M","R2M","00000"
"R2N","R2N","00000"
"R2P","R2P","00000"
"R2R","R2R","00000"
"R2V","R2V","00000"
"R2W","R2W","01000"
"R2X","R2X","00000"
"R2Y","R2Y","00000"
"R3A","R3A","01000"
"R3B","R3B","01000"
"R3C","R3C","00000"
"R3E","R3E","00000"
"R3G","R3G","00000"
"R3H","R3H","01000"
"R3J","R3J","00000"
"R3K","R3K","00000"
"R3L","R3L","00000"
"R3M","R3M","00000"
"R3N","R3N","00000"
"R3P","R3P","00000"
"R3R","R3R","00000"
"R3S","R3S","00000"
"R3T","R3T","00000"
"R3V","R3V","00000"
"R3W","R3W","00000"
"R3X","R3X","00000"
"R3Y","R3Y","00000"
"R4A","R4A","00000"
"R4H","R4H","03000"
"R4J","R4J","00000"
"R4K","R4K","00000"
"R4L","R4L","00000"
"R5A","R5A","00000"
"R5G","R5G","00000"
"R5H","R5H","00000"
"R6M","R6M","00000"
"R6W","R6W","00000"
"R7A","R7A","00000"
"R7B","R7B","00000"
"R7C","R7C","00000"
"R7N","R7N","01000"
"R8A","R8A","00000"
"R8N","R8N","00000"
"R9A","R9A","01000"
"S0A","S0A","01000"
"S0C","S0C","00000"
"S0E","S0E","01000"
"S0G","S0G","01000"
"S0H","S0H","01000"
"S0J","S0J","02000"
"S0K","S0K","00000"
"S0L","S0L","00000"
"S0M","S0M","01000"
"S0N","S0N","01000"
"S0P","S0P","02000"
"S2V","S2V","00000"
"S3N","S3N","00000"
"S4A","S4A","00000"
"S4H","S4H","00000"
"S4L","S4L","00000"
"S4N","S4N","00000"
"S4P","S4P","01000"
"S4R","S4R","00000"
"S4S","S4S","00000"
"S4T","S4T","00000"
"S4V","S4V","00000"
"S4W","S4W","00000"
"S4X","S4X","00000"
"S4Y","S4Y","00000"
"S4Z","S4Z","00000"
"S6H","S6H","00000"
"S6J","S6J","00000"
"S6K","S6K","00000"
"S6V","S6V","01000"
"S6W","S6W","00000"
"S6X","S6X","00000"
"S7H","S7H","00000"
"S7J","S7J","00000"
"S7K","S7K","00000"
"S7L","S7L","00000"
"S7M","S7M","00000"
"S7N","S7N","00000"
"S7P","S7P","01000"
"S7R","S7R","00000"
"S7S","S7S","00000"
"S7T","S7T","00000"
"S7V","S7V","00000"
"S7W","S7W","00000"
"S9A","S9A","00000"
"S9H","S9H","00000"
"S9V","S9V","00000"
"S9X","S9X","00000"
"T0A","T0A","01000"
"T0B","T0B","00000"
"T0C","T0C","01000"
"T0E","T0E","01000"
"T0G","T0G","00000"
"T0H","T0H","01000"
"T0J","T0J","01000"
"T0K","T0K","00000"
"T0L","T0L","01000"
"T0M","T0M","00000"
"T0P","T0P","01000"
"T0V","T0V","00000"
"T1A","T1A","01000"
"T1B","T1B","00000"
"T1C","T1C","00000"
"T1G","T1G","00000"
"T1H","T1H","00000"
"T1J","T1J","00000"
"T1K","T1K","00000"
"T1L","T1L","00000"
"T1M","T1M","00000"
"T1P","T1P","00000"
"T1R","T1R","00000"
"T1S","T1S","00000"
"T1V","T1V","00000"
"T1W","T1W","00000"
"T1X","T1X","00000"
"T1Y","T1Y","00000"
"T1Z","T1Z","00000"
"T2A","T2A","00000"
"T2B","T2B","00000"
"T2C","T2C","00000"
"T2E","T2E","01000"
"T2G","T2G","02000"
"T2H","T2H","00000"
"T2J","T2J","00000"
"T2K","T2K","00000"
"T2L","T2L","00000"
"T2M","T2M","00000"
"T2N","T2N","00000"
"T2P","T2P","01000"
"T2R","T2R","01000"
"T2S","T2S","00000"
"T2T","T2T","00000"
"T2V","T2V","00000"
"T2W","T2W","00000"
"T2X","T2X","00000"
"T2Y","T2Y","00000"
"T2Z","T2Z","00000"
"T3A","T3A","00000"
"T3B","T3B","00000"
"T3C","T3C","00000"
"T3E","T3E","00000"
"T3G","T3G","00000"
"T3H","T3H","00000"
"T3J","T3J","00000"
"T3K","T3K","00000"
"T3L","T3L","00000"
"T3M","T3M","00000"
"T3N","T3N","00000"
"T3P","T3P","00000"
"T3R","T3R","00000"
"T3S","T3S","00000"
"T3Z","T3Z","00000"
"T4A","T4A","00000"
"T4B","T4B","00000"
"T4C","T4C","00000"
"T4E","T4E","00000"
"T4G","T4G","00000"
"T4H","T4H","00000"
"T4J","T4J","00000"
"T4L","T4L","00000"
"T4N","T4N","00000"
"T4P","T4P","00000"
"T4R","T4R","00000"
"T4S","T4S","00000"
"T4T","T4T","00000"
"T4V","T4V","00000"
"T4X","T4X","00000"
"T5A","T5A","00000"
"T5B","T5B","01000"
"T5C","T5C","01000"
"T5E","T5E","01000"
"T5G","T5G","01000"
"T5H","T5H","02000"
"T5J","T5J","01000"
"T5K","T5K","01000"
"T5L","T5L","00000"
"T5M","T5M","01000"
"T5N","T5N","00000"
"T5P","T5P","01000"
"T5R","T5R","01000"
"T5S","T5S","01000"
"T5T","T5T","00000"
"T5V","T5V","00000"
"T5W","T5W","00000"
"T5X","T5X","00000"
"T5Y","T5Y","00000"
"T5Z","T5Z","00000"
"T6A","T6A","00000"
"T6B","T6B","00000"
"T6C","T6C","00000"
"T6E","T6E","01000"
"T6G","T6G","00000"
"T6H","T6H","00000"
"T6J","T6J","00000"
"T6K","T6K","00000"
"T6L","T6L","00000"
"T6M","T6M","00000"
"T6N","T6N","03000"
"T6P","T6P","00000"
"T6R","T6R","00000"
"T6S","T6S","00000"
"T6T","T6T","00000"
"T6V","T6V","00000"
"T6W","T6W","00000"
"T6X","T6X","00000"
"T7A","T7A","00000"
"T7E","T7E","00000"
"T7N","T7N","00000"
"T7P","T7P","01000"
"T7S","T7S","00000"
"T7V","T7V","00000"
"T7X","T7X","00000"
"T7Y","T7Y","00000"
"T7Z","T7Z","00000"
"T8A","T8A","00000"
"T8B","T8B","00000"
"T8C","T8C","00000"
"T8E","T8E","00000"
"T8G","T8G","00000"
"T8H","T8H","00000"
"T8L","T8L","00000"
"T8N","T8N","00000"
"T8R","T8R","00000"
"T8S","T8S","00000"
"T8T","T8T","00000"
"T8V","T8V","00000"
"T8W","T8W","00000"
"T8X","T8X","00000"
"T9A","T9A","00000"
"T9C","T9C","00000"
"T9E","T9E","00000"
"T9G","T9G","00000"
"T9H","T9H","00000"
"T9J","T9J","00000"
"T9K","T9K","00000"
"T9M","T9M","00000"
"T9N","T9N","00000"
"T9S","T9S","01000"
"T9V","T9V","00000"
"T9W","T9W","00000"
"T9X","T9X","00000"
"V0A","V0A","01000"
"V0B","V0B","01000"
"V0C","V0C","01000"
"V0E","V0E","01000"
"V0G","V0G","01000"
"V0H","V0H","01000"
"V0J","V0J","01000"
"V0K","V0K","01000"
"V0L","V0L","01000"
"V0M","V0M","01000"
"V0N","V0N","01000"
"V0P","V0P","01000"
"V0R","V0R","01000"
"V0S","V0S","01000"
"V0T","V0T","01000"
"V0V","V0V","02000"
"V0W","V0W","01000"
"V0X","V0X","01000"
"V1A","V1A","00000"
"V1B","V1B","00000"
"V1C","V1C","00000"
"V1E","V1E","00000"
"V1G","V1G","00000"
"V1H","V1H","01000"
"V1J","V1J","00000"
"V1K","V1K","01000"
"V1L","V1L","01000"
"V1M","V1M","00000"
"V1N","V1N","01000"
"V1P","V1P","00000"
"V1R","V1R","01000"
"V1S","V1S","00000"
"V1T","V1T","00000"
"V1V","V1V","00000"
"V1W","V1W","00000"
"V1X","V1X","00000"
"V1Y","V1Y","01000"
"V1Z","V1Z","00000"
"V2A","V2A","01000"
"V2B","V2B","00000"
"V2C","V2C","00000"
"V2E","V2E","00000"
"V2G","V2G","00000"
"V2H","V2H","00000"
"V2J","V2J","00000"
"V2K","V2K","00000"
"V2L","V2L","01000"
"V2M","V2M","00000"
"V2N","V2N","00000"
"V2P","V2P","00000"
"V2R","V2R","00000"
"V2S","V2S","00000"
"V2T","V2T","00000"
"V2V","V2V","00000"
"V2W","V2W","00000"
"V2X","V2X","00000"
"V2Y","V2Y","00000"
"V2Z","V2Z","00000"
"V3A","V3A","01000"
"V3B","V3B","00000"
"V3C","V3C","01000"
"V3E","V3E","00000"
"V3G","V3G","00000"
"V3H","V3H","00000"
"V3J","V3J","00000"
"V3K","V3K","00000"
"V3L","V3L","01000"
"V3M","V3M","01000"
"V3N","V3N","00000"
"V3R","V3R","00000"
"V3S","V3S","00000"
"V3T","V3T","01000"
"V3V","V3V","00000"
"V3W","V3W","00000"
"V3X","V3X","00000"
"V3Y","V3Y","00000"
"V4A","V4A","00000"
"V4B","V4B","01000"
"V4C","V4C","00000"
"V4E","V4E","00000"
"V4G","V4G","02000"
"V4K","V4K","00000"
"V4L","V4L","01000"
"V4M","V4M","00000"
"V4N","V4N","00000"
"V4P","V4P","00000"
"V4R","V4R","00000"
"V4S","V4S","00000"
"V4T","V4T","00000"
"V4V","V4V","00000"
"V4W","V4W","01000"
"V4X","V4X","00000"
"V4Z","V4Z","00000"
"V5A","V5A","00000"
"V5B","V5B","00000"
"V5C","V5C","00000"
"V5E","V5E","00000"
"V5G","V5G","00000"
"V5H","V5H","00000"
"V5J","V5J","00000"
"V5K","V5K","00000"
"V5L","V5L","01000"
"V5M","V5M","00000"
"V5N","V5N","00000"
"V5P","V5P","00000"
"V5R","V5R","00000"
"V5S","V5S","00000"
"V5T","V5T","01000"
"V5V","V5V","00000"
"V5W","V5W","00000"
"V5X","V5X","00000"
"V5Y","V5Y","00000"
"V5Z","V5Z","00000"
"V6A","V6A","02000"
"V6B","V6B","01000"
"V6C","V6C","01000"
"V6E","V6E","01000"
"V6G","V6G","01000"
"V6H","V6H","00000"
"V6J","V6J","00000"
"V6K","V6K","00000"
"V6L","V6L","00000"
"V6M","V6M","00000"
"V6N","V6N","00000"
"V6P","V6P","00000"
"V6R","V6R","00000"
"V6S","V6S","00000"
"V6T","V6T","00000"
"V6V","V6V","00000"
"V6W","V6W","01000"
"V6X","V6X","00000"
"V6Y","V6Y","00000"
"V6Z","V6Z","01000"
"V7A","V7A","00000"
"V7B","V7B","00000"
"V7C","V7C","00000"
"V7E","V7E","00000"
"V7G","V7G","00000"
"V7H","V7H","00000"
"V7J","V7J","00000"
"V7K","V7K","00000"
"V7L","V7L","00000"
"V7M","V7M","00000"
"V7N","V7N","00000"
"V7P","V7P","00000"
"V7R","V7R","00000"
"V7S","V7S","00000"
"V7T","V7T","01000"
"V7V","V7V","00000"
"V7W","V7W","00000"
"V7X","V7X","00000"
"V7Y","V7Y","03000"
"V8A","V8A","01000"
"V8B","V8B","01000"
"V8C","V8C","00000"
"V8G","V8G","00000"
"V8J","V8J","00000"
"V8K","V8K","00000"
"V8L","V8L","00000"
"V8M","V8M","01000"
"V8N","V8N","00000"
"V8P","V8P","00000"
"V8R","V8R","01000"
"V8S","V8S","00000"
"V8T","V8T","01000"
"V8V","V8V","01000"
"V8W","V8W","02000"
"V8X","V8X","00000"
"V8Y","V8Y","00000"
"V8Z","V8Z","00000"
"V9A","V9A","00000"
"V9B","V9B","00000"
"V9C","V9C","00000"
"V9E","V9E","00000"
"V9G","V9G","00000"
"V9H","V9H","00000"
"V9J","V9J","00000"
"V9K","V9K","00000"
"V9L","V9L","01000"
"V9M","V9M","00000"
"V9N","V9N","00000"
"V9P","V9P","00000"
"V9R","V9R","00000"
"V9S","V9S","01000"
"V9T","V9T","00000"
"V9V","V9V","00000"
"V9W","V9W","00000"
"V9X","V9X","00000"
"V9Y","V9Y","00000"
"V9Z","V9Z","00000"
"X0A","X0A","02000"
"X0B","X0B","01000"
"X0C","X0C","02000"
"X0E","X0E","01000"
"X0G","X0G","02000"
"X1A","X1A","00000"
"Y0A","Y0A","02000"
"Y0B","Y0B","02000"
"Y1A","Y1A","00000"


* Data quality flags for place of residence
DIGIT DESCRIPTION
1st (0XXXX) Incomplete enumeration flag
2nd (X0XXX) Data quality flag
3rd (XX0XX) Population and dwelling counts error flag
4th (XXX0X) Not applicable
5th (XXXX0) 2006 adjusted population flag

FLAG DESCRIPTION
Incomplete enumeration flag
0 = Default.
1 = Incompletely enumerated Indian reserve or Indian settlement (suppressed).
2 = Excludes census data for one or more incompletely enumerated Indian reserves or Indian settlements.

Data quality flag
0 = Default.
1 = Data quality index showing  for the short census questionnaire (100% data)  a global non response rate higher than or equal to 5% but lower than 10%.
2 = Data quality index showing  for the short census questionnaire (100% data)  a global non response rate higher than or equal to 10% but lower than 25%.
3 = Data quality index showing  for the short census questionnaire (100% data)  a global non response rate higher than or equal to 25% (suppressed).

Population and dwelling counts error flag
0 = Default.
1 = An error exists in the 2011 population and dwelling counts for this area. For further details  please refer to the population and dwelling counts data section of the 'Notes' file.
2 = In 2006  the population and/or dwelling counts for this census subdivision were found to be incorrect. Since it is not possible to make changes to the 2006 Census data presented in these tables  the 2006 data should be used with caution. For further details  please refer to the population and dwelling counts data section of the 'Notes' file.
3 = Both the 2011 and 2006 population and/or dwelling counts for this area were found to be incorrect. Since it is not possible to make changes to the census data presented in these tables  these counts should be used with caution. For further details  please refer to the population and dwelling counts data section of the 'Notes' file.

Not Applicable
0 = Default.

2006 adjusted population flag
0 = Default.
1 = 2006 adjusted count; most of these are the result of boundary changes.

Notes
(1) The data quality flag does not apply to the population and dwelling counts.
